strategy,etf,ifa_score,sharpe,total_return_pct,cagr_pct,max_drawdown_pct,calmar,sortino,win_rate,total_trades,profit_factor,avg_trade_pct,avg_win,avg_loss,avg_bars_held,passes_gates,final_capital,data_source
RSI_Bounce_35_55_ATR2.0,SOXL,0.1479,0.381,14.81,2.37,81.28,0.029,0.31,56.5,23,1.06,0.64,18919.41,-23113.86,17.8,False,114813.76,databento
SMA100_RSI_45_65,QQQ,0.1469,0.341,18.43,2.98,16.66,0.179,0.238,58.3,12,1.68,1.54,6435.04,-5357.09,27.7,False,118259.84,databento
RSI_Bounce_35_60_ATR2.0,QQQ,0.1469,0.32,24.74,3.82,18.57,0.206,0.237,50.0,24,1.37,1.03,7568.95,-5507.18,12.1,False,124741.21,databento
SMA100_RSI_40_65,SPY,0.1464,0.387,11.61,1.92,8.82,0.218,0.214,57.1,7,2.17,1.66,5306.47,-3258.64,28.3,False,111449.95,databento
SMA200_RSI_35_75,SPY,0.1464,0.378,11.9,1.97,10.6,0.186,0.229,60.0,5,2.15,2.38,7409.62,-5164.43,56.0,False,111899.99,databento
RSI_BB_MeanRev_40_60,QQQ,0.1462,-0.08,-14.0,-2.54,26.58,-0.096,-0.076,53.3,60,0.86,-0.23,2625.8,-3500.85,9.3,False,86001.71,databento
MACD_8_21_5,SOXL,0.146,0.314,-15.59,-2.86,89.22,-0.032,0.357,33.7,89,0.97,-0.18,19311.3,-10085.55,8.8,False,84291.62,databento
IBS_20pct_2d,GLD,0.146,0.013,-0.88,-0.15,20.01,-0.007,0.012,52.0,173,0.98,-0.01,784.02,-864.09,2.1,False,98842.28,databento
IBS_10pct_5d,TLT,0.1459,-0.52,-21.95,-4.07,22.37,-0.182,-0.411,54.4,103,0.66,-0.21,746.44,-1356.31,3.3,False,78053.85,databento
RSI_BB_MeanRev_35_65,UPRO,0.1449,0.011,-33.08,-6.62,53.7,-0.123,0.009,55.3,47,0.77,-0.7,4348.93,-6959.48,9.7,False,66923.1,databento
TripleEMA_25_60_120,TQQQ,0.1447,0.269,2.29,0.41,61.09,0.007,0.322,40.6,101,1.0,0.02,16431.08,-11191.92,10.6,False,102159.03,databento
IBS_15pct_2d,SPY,0.1446,-0.028,-5.5,-0.94,25.11,-0.038,-0.023,52.2,159,0.94,-0.03,1033.68,-1204.76,1.9,False,94234.18,databento
IBS_15pct_5d,TLT,0.1436,-0.618,-30.47,-5.91,33.19,-0.178,-0.627,53.4,161,0.67,-0.19,722.13,-1234.27,3.4,False,69533.07,databento
EMA_12_26_ADX15,TQQQ,0.1434,0.494,91.34,11.75,74.04,0.159,0.438,41.2,17,1.53,5.37,37726.78,-17274.53,51.7,False,191342.17,databento
IBS_5pct_1d,SOXL,0.1434,-0.001,-25.8,-4.88,56.32,-0.087,-0.0,51.9,81,0.91,-0.32,6173.71,-7310.07,1.1,False,74202.88,databento
IBS_5pct_3d,TLT,0.1432,-0.6,-16.42,-2.96,18.28,-0.162,-0.28,54.1,61,0.53,-0.27,568.35,-1256.1,2.4,False,83584.82,databento
SMA100_RSI_40_75,QQQ,0.1428,0.579,33.67,5.17,17.3,0.299,0.384,33.3,6,2.84,5.61,25866.03,-4561.86,59.0,False,133484.62,databento
RSI_BB_MeanRev_40_60,SPY,0.1424,-0.442,-29.3,-5.74,34.97,-0.164,-0.378,53.4,58,0.59,-0.51,1345.28,-2629.69,9.1,False,70702.18,databento
SuperTrend_RSI_7_2.0_r14,TLT,0.1419,-0.129,-12.28,-2.21,20.49,-0.108,-0.172,51.3,154,0.91,-0.08,1659.5,-1913.42,6.6,False,87594.25,databento
SuperTrend_RSI_10_3.0_r14,TLT,0.1419,-0.129,-12.28,-2.21,20.49,-0.108,-0.172,51.3,154,0.91,-0.08,1659.5,-1913.42,6.6,False,87594.25,databento
SuperTrend_RSI_14_4.0_r14,TLT,0.1419,-0.129,-12.28,-2.21,20.49,-0.108,-0.172,51.3,154,0.91,-0.08,1659.5,-1913.42,6.6,False,87594.25,databento
EMA_5_13_ADX15,SOXL,0.1417,0.421,32.55,4.94,89.83,0.055,0.467,28.6,35,1.07,0.93,48849.75,-18237.73,22.9,False,132554.25,databento
EMA_12_26_ADX15,GLD,0.1412,0.391,20.64,3.26,14.08,0.232,0.345,50.0,10,2.34,2.06,7209.59,-3081.4,60.1,False,120640.98,databento
IBS_5pct_3d,QQQ,0.14,-0.119,-7.25,-1.25,25.03,-0.05,-0.061,50.8,61,0.87,-0.12,1544.33,-1837.5,2.4,False,92749.36,databento
MACD_8_21_5,TQQQ,0.1396,0.249,-6.96,-1.23,75.77,-0.016,0.227,39.1,92,0.98,-0.08,9555.57,-6269.59,8.5,False,92903.18,databento
TripleEMA_20_50_100,QQQ,0.1394,0.167,7.83,1.36,29.52,0.046,0.201,40.6,106,1.03,0.07,5527.38,-3650.84,10.7,False,107674.66,databento
SMA200_RSI_35_70,SOXL,0.139,0.518,57.03,8.15,24.86,0.328,0.113,33.3,3,2.87,19.01,87533.17,-15253.37,14.3,False,157026.43,databento
RSI_Bounce_35_55_ATR2.5,SOXL,0.1386,0.341,-6.05,-1.05,77.13,-0.014,0.282,60.0,20,0.97,-0.3,17826.04,-27495.37,21.6,False,93949.49,databento
IBS_15pct_3d,TLT,0.1373,-0.681,-30.07,-5.83,32.06,-0.182,-0.636,50.9,167,0.67,-0.18,707.63,-1100.27,2.8,False,69925.9,databento
IBS_10pct_3d,TLT,0.137,-0.732,-26.09,-4.95,26.38,-0.187,-0.516,51.4,107,0.57,-0.24,629.76,-1167.9,2.5,False,73905.6,databento
RSI_MeanRev_30_70,SOXL,0.135,0.417,44.56,6.44,76.27,0.084,0.389,55.6,9,1.19,4.95,56484.81,-59466.56,55.1,False,144557.8,databento
RSI_Bounce_30_70_ATR2.0,SOXL,0.135,0.417,44.56,6.44,76.27,0.084,0.389,55.6,9,1.19,4.95,56484.81,-59466.56,55.1,False,144557.8,databento
SMA200_RSI_40_65,GLD,0.1344,0.212,6.07,1.03,8.61,0.119,0.117,66.7,6,1.63,1.01,3928.94,-4824.01,43.0,False,106067.75,databento
IBS_15pct_2d,TLT,0.1343,-1.045,-38.48,-7.83,39.64,-0.197,-0.895,50.3,179,0.57,-0.21,557.37,-996.03,2.1,False,61516.05,databento
SMA50_RSI_45_70,SOXL,0.1341,0.303,28.73,4.48,35.99,0.125,0.131,55.6,9,1.97,3.19,11692.04,-7431.55,12.9,False,128733.98,databento
SMA200_RSI_40_70,SOXL,0.1332,0.482,76.78,10.39,42.07,0.247,0.194,42.9,7,1.77,10.97,58695.47,-24889.74,18.4,False,176527.45,databento
RSI_BB_MeanRev_35_65,TLT,0.133,-0.089,-6.46,-1.13,20.57,-0.055,-0.082,53.5,43,0.88,-0.15,2053.46,-2684.29,10.0,False,93543.94,databento
TripleEMA_25_60_120,QQQ,0.1328,0.142,4.94,0.87,38.5,0.023,0.17,39.2,130,1.02,0.04,5859.94,-3722.31,8.9,False,104794.17,databento
SMA200_RSI_40_65,UPRO,0.1324,0.247,11.33,1.88,60.3,0.031,0.091,66.7,9,1.14,1.26,15384.24,-27044.7,29.6,False,111171.31,databento
SMA200_RSI_40_65,SPY,0.1321,0.279,8.51,1.43,13.23,0.108,0.165,62.5,8,1.46,1.06,5287.68,-6027.05,30.0,False,108357.26,databento
IBS_10pct_1d,QQQ,0.132,0.041,-0.19,-0.03,26.21,-0.001,0.033,45.2,126,0.99,-0.0,1406.18,-1168.5,1.1,False,99525.71,databento
IBS_10pct_2d,TLT,0.1318,-1.101,-33.33,-6.58,34.15,-0.193,-0.689,50.0,110,0.45,-0.3,486.61,-1092.69,2.0,False,66665.25,databento
SMA200_RSI_35_70,SPY,0.1315,0.303,9.19,1.54,10.59,0.145,0.183,60.0,5,1.9,1.84,6461.27,-5095.22,54.6,False,109193.39,databento
RSI_Bounce_30_65_ATR1.5,TQQQ,0.131,0.306,27.76,4.24,65.38,0.065,0.206,58.3,12,1.19,2.31,24428.21,-28684.48,19.4,False,127575.04,databento
RSI_Bounce_30_70_ATR1.5,TQQQ,0.131,0.306,27.76,4.24,65.38,0.065,0.206,58.3,12,1.19,2.31,24428.21,-28684.48,19.4,False,127575.04,databento
MACD_12_26_9,TQQQ,0.131,0.173,-25.12,-4.83,77.0,-0.063,0.159,38.7,62,0.91,-0.41,11237.27,-7761.21,13.0,False,74768.55,databento
IBS_20pct_5d,TLT,0.1308,-0.927,-45.68,-9.73,47.69,-0.204,-0.981,48.9,180,0.57,-0.25,692.26,-1158.72,3.7,False,54316.64,databento
TripleEMA_15_40_90,QQQ,0.13,0.113,2.15,0.38,24.55,0.016,0.134,40.7,108,1.01,0.02,4675.34,-3182.91,10.0,False,102008.73,databento
RSI_Bounce_35_60_ATR2.5,SOXL,0.1297,0.373,-1.71,-0.29,77.13,-0.004,0.336,55.0,20,0.99,-0.09,22077.3,-27173.24,25.6,False,98291.13,databento
RSI_Bounce_30_65_ATR2.0,SOXL,0.128,0.393,33.61,5.03,76.27,0.066,0.352,55.6,9,1.15,3.73,51156.69,-55542.61,48.1,False,133612.99,databento
SMA100_RSI_35_70,UPRO,0.1277,0.42,19.1,3.08,15.03,0.205,0.127,33.3,3,3.99,6.37,25472.76,-3188.28,24.0,False,119096.2,databento
IBS_20pct_3d,TLT,0.1275,-0.794,-37.79,-7.65,41.08,-0.186,-0.842,47.1,191,0.65,-0.2,772.4,-1062.44,3.1,False,62209.88,databento
IBS_5pct_1d,TQQQ,0.1274,-0.133,-18.11,-3.3,41.17,-0.08,-0.058,45.8,72,0.86,-0.25,3409.04,-3348.92,1.1,False,81890.52,databento
RSI_BB_MeanRev_40_60,GLD,0.1274,-0.368,-20.33,-3.8,35.19,-0.108,-0.332,46.2,78,0.79,-0.26,2192.93,-2366.15,6.4,False,79567.16,databento
IBS_20pct_1d,GLD,0.1274,-0.423,-14.39,-2.57,19.58,-0.131,-0.349,46.2,197,0.79,-0.07,599.26,-652.54,1.1,False,85362.97,databento
IBS_20pct_2d,TLT,0.1254,-0.955,-40.11,-8.24,42.31,-0.195,-0.946,46.4,211,0.63,-0.19,691.37,-954.59,2.3,False,59885.74,databento
RSI_BB_MeanRev_35_65,SPY,0.1253,-0.451,-27.96,-5.44,32.57,-0.167,-0.355,50.0,46,0.55,-0.61,1465.02,-2680.53,9.0,False,72043.41,databento
SMA50_RSI_45_70,GLD,0.1252,0.369,8.9,1.49,6.31,0.236,0.22,50.0,4,2.44,2.22,7540.78,-3089.16,38.0,False,108903.23,databento
TripleEMA_20_50_100,TQQQ,0.1252,0.111,-37.13,-8.0,76.81,-0.104,0.131,38.8,103,0.94,-0.36,14337.71,-9693.99,10.3,False,62787.4,databento
IBS_15pct_1d,GLD,0.125,-0.447,-12.8,-2.27,19.16,-0.119,-0.325,45.5,145,0.75,-0.09,603.25,-669.16,1.1,False,86950.86,databento
RSI_Bounce_35_55_ATR2.0,QQQ,0.1249,0.218,13.67,2.19,19.86,0.111,0.159,50.0,24,1.22,0.57,6396.09,-5257.19,11.5,False,113666.81,databento
RSI_Bounce_35_60_ATR2.0,TQQQ,0.1245,0.259,-1.22,-0.21,69.78,-0.003,0.208,51.9,27,0.99,-0.05,12583.93,-13656.91,16.2,False,98635.3,databento
SMA200_RSI_35_75,TQQQ,0.1239,0.403,33.6,5.16,28.12,0.183,0.156,50.0,4,1.87,8.4,36188.88,-19389.28,30.5,False,133599.21,databento
SMA200_RSI_35_75,GLD,0.1238,0.454,13.7,2.25,10.76,0.209,0.221,40.0,5,3.33,2.74,9791.55,-1960.86,37.8,False,113700.54,databento
IBS_20pct_1d,SPY,0.1229,-0.134,-10.44,-1.83,32.46,-0.056,-0.128,43.7,222,0.91,-0.05,1153.59,-980.72,1.2,False,89308.46,databento
SMA100_RSI_40_65,QQQ,0.1227,0.37,15.68,2.56,17.29,0.148,0.187,50.0,8,1.98,1.96,7819.84,-3940.53,22.2,False,115517.24,databento
IBS_5pct_2d,TLT,0.1227,-0.948,-22.39,-4.16,25.13,-0.166,-0.385,46.8,62,0.38,-0.36,468.66,-1090.41,1.8,False,77607.65,databento
IBS_5pct_1d,UPRO,0.1219,-0.499,-39.14,-7.99,44.95,-0.178,-0.197,45.1,71,0.61,-0.55,1905.96,-2567.41,1.1,False,60861.68,databento
RSI_Bounce_35_55_ATR2.0,TQQQ,0.1216,0.162,-25.27,-4.82,77.01,-0.063,0.124,55.6,27,0.83,-0.94,8282.97,-12468.08,14.8,False,74627.66,databento
RSI_Bounce_25_60_ATR2.5,QQQ,0.1213,0.317,18.51,2.92,13.14,0.222,0.117,50.0,4,2.4,4.63,15846.54,-6590.05,15.2,False,118512.98,databento
RSI_Bounce_25_65_ATR2.5,QQQ,0.1213,0.317,18.51,2.92,13.14,0.222,0.117,50.0,4,2.4,4.63,15846.54,-6590.05,15.2,False,118512.98,databento
RSI_Bounce_25_70_ATR2.5,QQQ,0.1213,0.317,18.51,2.92,13.14,0.222,0.117,50.0,4,2.4,4.63,15846.54,-6590.05,15.2,False,118512.98,databento
RSI_Bounce_25_60_ATR2.5,SPY,0.1209,0.303,17.14,2.72,15.51,0.175,0.122,50.0,4,2.7,4.28,13602.93,-5030.48,19.0,False,117144.9,databento
RSI_Bounce_25_65_ATR2.5,SPY,0.1209,0.303,17.14,2.72,15.51,0.175,0.122,50.0,4,2.7,4.28,13602.93,-5030.48,19.0,False,117144.9,databento
RSI_Bounce_25_70_ATR2.5,SPY,0.1209,0.303,17.14,2.72,15.51,0.175,0.122,50.0,4,2.7,4.28,13602.93,-5030.48,19.0,False,117144.9,databento
RSI_BB_MeanRev_35_65,GLD,0.1208,-0.113,-7.62,-1.34,27.48,-0.049,-0.099,42.9,56,0.9,-0.14,3007.55,-2497.54,6.6,False,92259.86,databento
Insider_ZScore_1.5,QQQ,0.1202,-0.373,-16.13,-3.01,16.13,-0.186,-0.256,43.6,101,0.75,-0.16,1122.69,-1149.69,1.5,False,83866.15,databento
TripleEMA_25_60_120,SOXL,0.1194,0.066,-78.47,-24.12,92.36,-0.261,0.083,40.0,90,0.85,-0.87,12450.72,-9754.12,11.9,False,21503.62,databento
IBS_15pct_1d,SPY,0.1187,-0.271,-16.2,-2.92,31.7,-0.092,-0.223,42.5,167,0.83,-0.1,1101.02,-985.56,1.2,False,83558.59,databento
RSI_Bounce_35_55_ATR1.5,SOXL,0.1176,0.327,-1.83,-0.31,69.36,-0.005,0.276,48.0,25,0.99,-0.07,17767.7,-16541.88,15.6,False,98168.04,databento
RSI_Bounce_35_55_ATR2.5,TQQQ,0.1171,0.177,-23.9,-4.52,74.34,-0.061,0.132,56.5,23,0.81,-1.04,7728.18,-12447.52,17.7,False,75991.14,databento
IBS_10pct_1d,SPY,0.1169,-0.335,-15.66,-2.82,25.56,-0.11,-0.22,42.2,116,0.76,-0.14,1003.86,-971.51,1.1,False,84097.95,databento
SMA100_RSI_40_75,SOXL,0.1158,0.469,44.57,6.61,28.2,0.234,0.099,25.0,4,2.14,11.14,83563.51,-12999.04,8.2,False,144566.4,databento
RSI_Bounce_35_60_ATR1.5,TLT,0.1154,-0.207,-11.25,-2.0,23.58,-0.085,-0.189,41.1,56,0.84,-0.2,2647.56,-2189.9,7.5,False,88627.2,databento
RSI_Bounce_35_65_ATR1.5,TLT,0.1154,-0.207,-11.25,-2.0,23.58,-0.085,-0.189,41.1,56,0.84,-0.2,2647.56,-2189.9,7.5,False,88627.2,databento
RSI_Bounce_35_70_ATR1.5,TLT,0.1154,-0.207,-11.25,-2.0,23.58,-0.085,-0.189,41.1,56,0.84,-0.2,2647.56,-2189.9,7.5,False,88627.2,databento
RSI_Bounce_35_55_ATR1.5,TLT,0.1152,-0.227,-12.07,-2.16,24.3,-0.089,-0.207,41.1,56,0.83,-0.22,2609.73,-2188.48,7.5,False,87804.0,databento
RSI_MeanRev_25_75,QQQ,0.1151,0.283,14.79,2.36,12.06,0.196,0.098,50.0,4,2.4,3.7,12674.47,-5280.62,11.2,False,114787.69,databento
RSI_Bounce_25_55_ATR2.0,QQQ,0.1151,0.283,14.79,2.36,12.06,0.196,0.098,50.0,4,2.4,3.7,12674.47,-5280.62,11.2,False,114787.69,databento
RSI_Bounce_25_60_ATR2.0,QQQ,0.1151,0.283,14.79,2.36,12.06,0.196,0.098,50.0,4,2.4,3.7,12674.47,-5280.62,11.2,False,114787.69,databento
RSI_Bounce_25_65_ATR2.0,QQQ,0.1151,0.283,14.79,2.36,12.06,0.196,0.098,50.0,4,2.4,3.7,12674.47,-5280.62,11.2,False,114787.69,databento
RSI_Bounce_25_70_ATR2.0,QQQ,0.1151,0.283,14.79,2.36,12.06,0.196,0.098,50.0,4,2.4,3.7,12674.47,-5280.62,11.2,False,114787.69,databento
RSI_Bounce_35_65_ATR2.5,TQQQ,0.1136,0.227,-17.25,-3.16,70.37,-0.045,0.2,55.0,20,0.89,-0.86,12767.17,-17533.76,28.0,False,82635.05,databento
TripleEMA_25_60_120,SPY,0.1136,-0.139,-14.26,-2.73,32.34,-0.084,-0.155,37.7,114,0.91,-0.13,3521.97,-2335.59,9.4,False,85617.78,databento
TripleEMA_15_40_90,UPRO,0.1135,-0.046,-41.32,-9.14,70.63,-0.129,-0.052,37.7,106,0.9,-0.39,9797.13,-6564.92,10.1,False,58600.37,databento
TripleEMA_10_30_80,SPY,0.1135,-0.14,-14.43,-2.76,28.57,-0.097,-0.152,37.5,104,0.9,-0.14,3337.54,-2226.45,10.3,False,85444.95,databento
TripleEMA_10_30_80,TLT,0.1135,-0.184,-14.04,-2.68,35.22,-0.076,-0.23,36.1,97,0.9,-0.14,3620.27,-2272.19,8.9,False,85833.9,databento
TripleEMA_25_60_120,UPRO,0.1134,-0.052,-44.46,-10.03,71.03,-0.141,-0.06,36.8,114,0.89,-0.39,8963.41,-5847.2,9.6,False,55465.23,databento
TripleEMA_20_50_100,TLT,0.1134,-0.216,-15.71,-3.03,33.02,-0.092,-0.272,35.5,93,0.89,-0.17,3862.49,-2386.24,9.5,False,84287.86,databento
TripleEMA_20_50_100,UPRO,0.1132,-0.107,-50.0,-11.71,71.8,-0.163,-0.121,35.7,112,0.88,-0.45,9091.36,-5746.15,9.7,False,49931.59,databento
EMA_PCR_200,GLD,0.1132,-0.268,-18.99,-3.77,52.53,-0.072,-0.398,30.7,267,0.88,-0.07,1762.4,-885.07,4.2,False,80779.06,databento
TripleEMA_15_40_90,TLT,0.1131,-0.222,-16.13,-3.11,32.69,-0.095,-0.28,34.1,88,0.87,-0.18,3735.06,-2210.0,10.1,False,83871.62,databento
EMA_PCR_60,GLD,0.1131,-0.293,-20.91,-4.19,51.53,-0.081,-0.433,30.5,275,0.87,-0.08,1747.63,-879.23,4.0,False,78868.15,databento
EMA_PCR_200,QQQ,0.1131,-0.447,-33.23,-7.1,50.05,-0.142,-0.704,29.8,352,0.87,-0.09,2110.89,-1032.27,2.9,False,66672.09,databento
IBS_15pct_1d,TLT,0.1131,-1.421,-40.87,-8.44,41.92,-0.201,-1.146,42.1,202,0.52,-0.2,524.69,-730.47,1.1,False,59134.0,databento
TripleEMA_15_40_90,SPY,0.1129,-0.226,-20.12,-3.96,33.59,-0.118,-0.249,35.6,104,0.86,-0.19,3428.41,-2195.27,10.5,False,79768.22,databento
TripleEMA_10_30_80,QQQ,0.1129,-0.245,-27.76,-5.68,43.33,-0.131,-0.287,34.9,106,0.86,-0.26,4548.82,-2843.0,9.8,False,72139.54,databento
TripleEMA_20_50_100,SPY,0.1129,-0.26,-22.28,-4.43,33.7,-0.131,-0.29,37.2,113,0.86,-0.2,3206.81,-2212.28,9.6,False,77613.7,databento
TripleEMA_20_50_100,SOXL,0.1128,-0.041,-87.06,-30.76,96.12,-0.32,-0.054,37.1,105,0.85,-0.83,13051.88,-9031.83,10.1,False,12922.73,databento
RSI_Bounce_35_65_ATR2.5,SOXL,0.1127,0.328,-24.64,-4.68,77.13,-0.061,0.314,52.9,17,0.91,-1.45,26968.07,-33418.74,35.3,False,75362.7,databento
EMA_PCR_120,SPY,0.1126,-0.522,-31.49,-6.66,45.96,-0.145,-0.752,29.3,270,0.84,-0.12,2048.68,-1012.76,4.1,False,68408.58,databento
TripleEMA_25_60_120,TLT,0.1124,-0.365,-23.42,-4.68,36.05,-0.13,-0.449,33.7,92,0.83,-0.25,3633.48,-2230.48,9.7,False,76578.78,databento
EMA_PCR_120,GLD,0.1124,-0.433,-27.61,-5.72,56.41,-0.101,-0.644,29.7,276,0.83,-0.1,1663.05,-846.32,4.0,False,72183.72,databento
TripleEMA_10_30_80,SOXL,0.1123,-0.184,-94.28,-40.21,98.33,-0.409,-0.224,36.3,102,0.82,-0.92,11813.72,-8175.35,9.8,False,5709.62,databento
TripleEMA_15_40_90,TQQQ,0.1122,-0.133,-67.33,-18.21,82.87,-0.22,-0.154,34.3,102,0.81,-0.66,8404.21,-5395.84,10.2,False,32625.9,databento
Insider_ZScore_1.5,TQQQ,0.1122,-0.293,-19.66,-3.73,31.17,-0.12,-0.219,33.3,93,0.81,-0.21,2767.86,-1701.0,1.1,False,80341.72,databento
SuperTrend_RSI_7_2.0_r14,QQQ,0.1122,-0.599,-49.62,-11.04,59.2,-0.186,-0.948,34.1,220,0.81,-0.23,2780.81,-1781.04,5.1,False,50310.25,databento
SuperTrend_RSI_10_3.0_r14,QQQ,0.1122,-0.599,-49.62,-11.04,59.2,-0.186,-0.948,34.1,220,0.81,-0.23,2780.81,-1781.04,5.1,False,50310.25,databento
SuperTrend_RSI_14_4.0_r14,QQQ,0.1122,-0.599,-49.62,-11.04,59.2,-0.186,-0.948,34.1,220,0.81,-0.23,2780.81,-1781.04,5.1,False,50310.25,databento
EMA_PCR_60,SPY,0.1118,-0.706,-39.13,-8.65,50.61,-0.171,-1.027,28.0,264,0.79,-0.15,2003.21,-986.57,4.2,False,60788.39,databento
EMA_PCR_120,QQQ,0.1118,-0.83,-49.95,-11.86,61.5,-0.193,-1.317,27.7,357,0.79,-0.14,1956.06,-944.46,2.9,False,49977.93,databento
VWAP_EMA_120,UPRO,0.1118,-0.837,-61.08,-15.2,67.19,-0.226,-1.467,23.6,458,0.79,-0.13,2088.61,-819.0,1.4,False,38919.99,databento
EMA_PCR_200,SPY,0.1117,-0.717,-39.56,-8.77,50.95,-0.172,-1.028,28.0,268,0.78,-0.15,1868.54,-931.56,4.2,False,60349.61,databento
EMA_PCR_60,TLT,0.1117,-0.91,-47.87,-11.2,51.93,-0.216,-1.511,26.8,276,0.78,-0.17,2236.08,-1056.5,4.0,False,52056.23,databento
SuperTrend_RSI_7_2.0_r10,QQQ,0.1116,-0.727,-55.12,-12.78,63.79,-0.2,-1.129,35.7,230,0.77,-0.24,2298.33,-1646.29,4.7,False,44812.65,databento
SuperTrend_RSI_10_3.0_r10,QQQ,0.1116,-0.727,-55.12,-12.78,63.79,-0.2,-1.129,35.7,230,0.77,-0.24,2298.33,-1646.29,4.7,False,44812.65,databento
SuperTrend_RSI_14_4.0_r10,QQQ,0.1116,-0.727,-55.12,-12.78,63.79,-0.2,-1.129,35.7,230,0.77,-0.24,2298.33,-1646.29,4.7,False,44812.65,databento
EMA_PCR_60,QQQ,0.1116,-0.981,-55.59,-13.76,63.87,-0.215,-1.574,26.8,358,0.77,-0.16,1978.52,-937.39,2.9,False,44342.02,databento
Insider_ZScore_2.0,SPY,0.1114,-0.308,-10.53,-1.91,17.46,-0.11,-0.168,38.1,63,0.76,-0.17,1352.93,-1102.7,1.7,False,89465.17,databento
EMA_PCR_200,TLT,0.1114,-0.811,-44.04,-10.05,45.38,-0.221,-1.28,26.7,251,0.76,-0.18,2115.58,-1010.15,4.5,False,55876.72,databento
VWAP_EMA_120,SOXL,0.1114,-0.857,-67.06,-17.64,71.04,-0.248,-3.218,18.5,492,0.76,-0.14,2397.59,-711.43,1.0,False,32896.83,databento
VWAP_EMA_60,SOXL,0.1114,-0.897,-68.49,-18.28,73.5,-0.249,-3.231,18.2,499,0.76,-0.14,2321.47,-685.77,1.0,False,31460.58,databento
TripleEMA_15_40_90,SOXL,0.1112,-0.294,-96.2,-44.45,98.33,-0.452,-0.368,33.3,96,0.75,-1.0,8953.85,-5980.15,10.9,False,3793.34,databento
VWAP_EMA_30,SOXL,0.1112,-0.892,-68.45,-18.26,72.71,-0.251,-2.733,18.7,491,0.75,-0.14,2188.78,-676.36,1.0,False,31500.24,databento
SuperTrend_RSI_7_2.0_r14,SOXL,0.1111,-1.239,-91.08,-33.79,92.51,-0.365,-4.48,27.1,568,0.74,-0.16,1671.88,-841.9,1.1,False,8922.45,databento
SuperTrend_RSI_10_3.0_r14,SOXL,0.1111,-1.239,-91.08,-33.79,92.51,-0.365,-4.48,27.1,568,0.74,-0.16,1671.88,-841.9,1.1,False,8922.45,databento
SuperTrend_RSI_14_4.0_r14,SOXL,0.1111,-1.239,-91.08,-33.79,92.51,-0.365,-4.48,27.1,568,0.74,-0.16,1671.88,-841.9,1.1,False,8922.45,databento
RSI_Bounce_25_55_ATR2.5,QQQ,0.111,0.277,15.47,2.47,13.14,0.188,0.102,50.0,4,2.19,3.87,14244.07,-6510.75,14.8,False,115466.63,databento
Insider_ZScore_2.0,SOXL,0.111,-0.433,-23.22,-4.48,26.49,-0.169,-0.517,27.9,61,0.73,-0.38,3635.56,-1932.44,1.0,False,76776.93,databento
SuperTrend_RSI_7_2.0_r10,SPY,0.111,-0.76,-47.46,-10.4,53.8,-0.193,-1.143,39.1,169,0.73,-0.28,1984.57,-1733.12,6.8,False,52470.65,databento
SuperTrend_RSI_10_3.0_r10,SPY,0.111,-0.76,-47.46,-10.4,53.8,-0.193,-1.143,39.1,169,0.73,-0.28,1984.57,-1733.12,6.8,False,52470.65,databento
SuperTrend_RSI_14_4.0_r10,SPY,0.111,-0.76,-47.46,-10.4,53.8,-0.193,-1.143,39.1,169,0.73,-0.28,1984.57,-1733.12,6.8,False,52470.65,databento
SuperTrend_RSI_7_2.0_r14,UPRO,0.111,-1.029,-81.56,-25.05,83.75,-0.299,-1.862,28.2,411,0.73,-0.2,1939.36,-1039.14,2.1,False,18419.45,databento
SuperTrend_RSI_10_3.0_r14,UPRO,0.111,-1.029,-81.56,-25.05,83.75,-0.299,-1.862,28.2,411,0.73,-0.2,1939.36,-1039.14,2.1,False,18419.45,databento
SuperTrend_RSI_14_4.0_r14,UPRO,0.111,-1.029,-81.56,-25.05,83.75,-0.299,-1.862,28.2,411,0.73,-0.2,1939.36,-1039.14,2.1,False,18419.45,databento
EMA_PCR_120,TLT,0.111,-1.147,-55.22,-13.63,59.3,-0.23,-1.838,25.0,272,0.73,-0.2,2192.54,-1001.84,4.1,False,44716.83,databento
VWAP_EMA_30,UPRO,0.111,-1.183,-71.16,-19.53,72.79,-0.268,-1.996,22.3,457,0.73,-0.16,1898.83,-746.04,1.4,False,28837.68,databento
IBS_5pct_2d,QQQ,0.1108,-0.48,-19.8,-3.63,30.07,-0.121,-0.222,40.3,62,0.67,-0.32,1598.29,-1614.93,1.8,False,80204.75,databento
Insider_ZScore_1.5,GLD,0.1108,-0.526,-16.27,-3.03,20.72,-0.146,-0.318,38.2,110,0.72,-0.15,1002.82,-860.36,1.5,False,83614.0,databento
IBS_10pct_1d,TLT,0.1107,-1.135,-27.14,-5.17,27.6,-0.187,-0.68,41.4,116,0.48,-0.23,527.47,-771.44,1.1,False,72860.48,databento
RSI_Bounce_35_70_ATR2.5,TQQQ,0.1106,0.267,-6.55,-1.14,70.37,-0.016,0.244,52.6,19,0.96,-0.34,15817.15,-18317.57,32.1,False,93313.4,databento
VWAP_EMA_60,UPRO,0.1106,-1.19,-71.29,-19.59,75.42,-0.26,-1.965,22.3,448,0.71,-0.16,1787.62,-718.53,1.4,False,28714.49,databento
