strategy,etf,ifa_score,sharpe,total_return_pct,cagr_pct,max_drawdown_pct,calmar,sortino,win_rate,total_trades,profit_factor,avg_trade_pct,avg_win,avg_loss,avg_bars_held,passes_gates,final_capital,data_source
Insider_ZScore_3.0,TLT,0.046,-0.568,-8.39,-1.51,11.13,-0.136,-0.144,43.8,16,0.3,-0.52,513.63,-1332.09,1.7,False,91606.57,databento
RSI_Bounce_30_55_ATR2.0,TLT,0.0458,-0.998,-35.45,-7.15,40.07,-0.178,-0.709,19.0,21,0.25,-1.69,2921.61,-2772.83,13.1,False,64548.4,databento
EMA_12_26_ADX15,SHY,0.0457,-0.917,-7.59,-1.34,7.81,-0.172,-0.83,9.1,22,0.11,-0.34,460.59,-425.52,28.0,False,92410.8,databento
SMA50_RSI_45_75,SPY,0.0454,0.083,1.9,0.33,14.07,0.023,0.056,22.2,9,1.13,0.21,8245.66,-2083.87,34.9,False,101904.21,databento
RSI_Bounce_30_65_ATR2.5,UPRO,0.0453,-0.008,-40.11,-8.32,72.74,-0.114,-0.005,42.9,14,0.67,-2.86,13836.98,-15391.49,19.3,False,59889.97,databento
EMA_5_13_ADX25,GLD,0.0451,0.057,0.33,0.06,25.87,0.002,0.053,33.3,12,1.01,0.03,7106.02,-3512.08,57.5,False,100327.45,databento
EMA_12_26_ADX25,TQQQ,0.0449,0.274,-26.64,-5.17,88.37,-0.058,0.261,33.3,3,0.77,-8.88,87718.29,-57232.24,378.7,False,73253.82,databento
RSI_Bounce_30_55_ATR2.5,UPRO,0.0448,-0.04,-38.97,-8.03,72.74,-0.11,-0.02,42.9,14,0.64,-2.78,11776.05,-13703.17,13.1,False,61030.96,databento
EMA_5_13_ADX25,SHY,0.0442,-0.81,-5.41,-0.95,6.97,-0.136,-0.617,10.0,20,0.28,-0.27,1032.25,-415.43,29.4,False,94586.68,databento
EMA_9_21_ADX20,SHY,0.044,-1.269,-10.18,-1.82,10.64,-0.171,-1.161,9.5,21,0.13,-0.48,734.52,-612.94,39.2,False,89823.22,databento
Insider_ZScore_3.0,TQQQ,0.0438,-0.543,-14.07,-2.6,17.75,-0.146,-0.302,22.2,18,0.52,-0.78,3774.57,-2083.79,1.1,False,85925.16,databento
SMA100_RSI_45_70,SOXL,0.0436,0.031,-81.74,-25.56,95.05,-0.269,0.013,31.2,16,0.57,-5.11,21876.61,-17377.47,17.0,False,18230.84,databento
EMA_20_50_ADX25,UPRO,0.0435,0.066,-38.21,-7.91,78.59,-0.101,0.062,50.0,4,0.26,-9.55,6876.72,-26027.32,258.5,False,61698.8,databento
RSI_BB_MeanRev_25_75,GLD,0.0432,-0.548,-15.99,-2.93,25.15,-0.117,-0.296,22.2,18,0.48,-0.89,3668.11,-2198.59,5.2,False,83892.17,databento
RSI_BB_MeanRev_25_75,UPRO,0.0431,-0.03,-29.38,-5.76,48.77,-0.118,-0.015,45.5,11,0.49,-2.67,5627.46,-9586.01,12.2,False,70621.21,databento
SMA100_RSI_40_65,SOXL,0.043,0.135,5.21,0.89,28.2,0.031,0.019,25.0,4,1.18,1.3,33589.8,-9459.78,3.2,False,105210.47,databento
EMA_20_50_ADX20,UPRO,0.0428,-0.066,-43.36,-9.27,75.98,-0.122,-0.044,50.0,6,0.39,-7.23,9409.3,-23890.77,112.7,False,56555.6,databento
RSI_Bounce_25_55_ATR1.5,UPRO,0.0422,0.122,-4.42,-0.76,47.62,-0.016,0.059,37.5,8,0.93,-0.55,20484.23,-13174.61,12.9,False,95579.64,databento
RSI_Bounce_30_55_ATR1.5,UPRO,0.042,0.01,-26.2,-5.02,60.79,-0.083,0.005,40.0,15,0.73,-1.75,11744.1,-10740.64,10.1,False,73798.84,databento
RSI_Bounce_30_60_ATR2.5,TLT,0.042,-0.665,-26.97,-5.19,33.31,-0.156,-0.503,27.8,18,0.4,-1.5,3621.68,-3467.27,16.7,False,73033.93,databento
RSI_Bounce_25_65_ATR2.5,GLD,0.0416,-0.026,-0.55,-0.09,8.46,-0.011,-0.008,50.0,2,0.84,-0.28,2833.43,-3380.03,28.0,False,99453.4,databento
RSI_Bounce_25_70_ATR2.5,GLD,0.0416,-0.026,-0.55,-0.09,8.46,-0.011,-0.008,50.0,2,0.84,-0.28,2833.43,-3380.03,28.0,False,99453.4,databento
RSI_Bounce_25_60_ATR2.5,UPRO,0.041,0.142,-10.47,-1.86,62.1,-0.03,0.066,28.6,7,0.85,-1.5,29245.58,-13792.03,21.9,False,89531.02,databento
RSI_Bounce_30_55_ATR2.5,TLT,0.0406,-0.803,-30.52,-5.98,36.55,-0.164,-0.584,27.8,18,0.31,-1.7,2757.55,-3408.24,15.8,False,69480.64,databento
Insider_ZScore_3.0,GLD,0.0396,-0.488,-8.32,-1.5,8.32,-0.18,-0.1,23.5,17,0.37,-0.49,1232.37,-1018.82,1.5,False,91684.82,databento
SMA100_RSI_40_65,SHY,0.0394,-0.065,-0.3,-0.05,1.34,-0.038,-0.035,50.0,4,0.43,-0.08,163.73,-383.52,85.5,False,99560.42,databento
RSI_Bounce_30_65_ATR1.5,UPRO,0.0384,-0.135,-46.14,-9.96,62.44,-0.159,-0.076,33.3,15,0.56,-3.08,11619.42,-10424.06,11.9,False,53856.5,databento
RSI_Bounce_30_70_ATR1.5,UPRO,0.0384,-0.135,-46.14,-9.96,62.44,-0.159,-0.076,33.3,15,0.56,-3.08,11619.42,-10424.06,11.9,False,53856.5,databento
Bollinger_20_2,TLT,0.0382,-0.318,-20.99,-3.93,31.62,-0.124,-0.323,31.2,16,0.41,-1.31,2907.62,-3229.83,39.1,False,79009.94,databento
RSI_MeanRev_20_80,UPRO,0.038,0.156,1.67,0.28,44.17,0.006,0.064,33.3,3,1.03,0.56,57223.53,-27777.6,30.7,False,101668.34,databento
RSI_Bounce_30_65_ATR2.5,TLT,0.0378,-0.833,-34.54,-6.93,40.22,-0.172,-0.694,17.6,17,0.25,-2.03,3881.31,-3299.06,20.5,False,65457.02,databento
RSI_Bounce_30_70_ATR2.5,TLT,0.0378,-0.833,-34.54,-6.93,40.22,-0.172,-0.694,17.6,17,0.25,-2.03,3881.31,-3299.06,20.5,False,65457.02,databento
RSI_Bounce_25_60_ATR2.5,TQQQ,0.0373,0.129,-1.64,-0.28,59.47,-0.005,0.069,40.0,5,0.96,-0.33,22030.87,-15282.5,24.6,False,98214.24,databento
SMA_20_50,SHY,0.037,-0.699,-5.02,-0.89,6.24,-0.143,-0.599,11.8,17,0.2,-0.3,627.2,-418.35,32.6,False,94979.19,databento
SMA100_RSI_35_65,SHY,0.0369,-0.097,-0.27,-0.05,1.36,-0.035,-0.039,50.0,2,0.53,-0.14,310.43,-585.27,101.5,False,99725.16,databento
EMA_5_13_ADX25,SOXL,0.0368,0.139,-91.92,-34.99,99.31,-0.352,0.146,37.5,8,0.46,-11.49,26395.01,-34222.75,144.2,False,8071.26,databento
Bollinger_20_2,SHY,0.0365,-0.734,-5.94,-1.04,8.18,-0.127,-0.607,18.8,16,0.3,-0.37,842.95,-651.48,35.7,False,94059.59,databento
SMA200_RSI_45_65,TQQQ,0.0364,-0.246,-69.36,-18.56,81.99,-0.226,-0.097,41.7,12,0.54,-5.78,15973.82,-21318.78,24.2,False,30637.59,databento
RSI_MeanRev_30_70,SPY,0.0363,0.005,-2.43,-0.42,20.57,-0.02,0.003,36.4,11,0.92,-0.22,6740.53,-4199.22,9.2,False,97567.59,databento
RSI_Bounce_30_60_ATR2.0,SPY,0.0363,0.005,-2.43,-0.42,20.57,-0.02,0.003,36.4,11,0.92,-0.22,6740.53,-4199.22,9.2,False,97567.59,databento
RSI_Bounce_30_65_ATR2.0,SPY,0.0363,0.005,-2.43,-0.42,20.57,-0.02,0.003,36.4,11,0.92,-0.22,6740.53,-4199.22,9.2,False,97567.59,databento
RSI_Bounce_30_70_ATR2.0,SPY,0.0363,0.005,-2.43,-0.42,20.57,-0.02,0.003,36.4,11,0.92,-0.22,6740.53,-4199.22,9.2,False,97567.59,databento
RSI_BB_MeanRev_25_75,SPY,0.0356,-0.193,-11.07,-1.98,21.81,-0.091,-0.075,44.4,9,0.44,-1.23,2138.35,-3923.93,11.2,False,88933.76,databento
Insider_ZScore_3.0,QQQ,0.0356,-0.528,-10.83,-1.97,10.87,-0.181,-0.144,33.3,15,0.37,-0.72,1275.5,-1720.89,1.9,False,89168.6,databento
SMA_20_50,TLT,0.0352,-0.114,-7.31,-1.31,16.66,-0.079,-0.11,30.8,13,0.61,-0.56,2889.41,-2096.76,41.8,False,92686.83,databento
RSI_Bounce_30_55_ATR2.0,SPY,0.0343,-0.049,-5.27,-0.91,20.57,-0.044,-0.025,36.4,11,0.82,-0.48,5913.39,-4132.06,8.8,False,94729.12,databento
EMA_20_50_ADX20,SHY,0.034,-0.577,-6.1,-1.07,7.76,-0.138,-0.67,50.0,4,0.07,-1.52,240.79,-3360.24,263.2,False,93761.1,databento
EMA_20_50_ADX25,SHY,0.034,-0.577,-6.1,-1.07,7.76,-0.138,-0.67,50.0,4,0.07,-1.52,240.79,-3360.24,263.2,False,93761.1,databento
Insider_ZScore_3.0,SOXL,0.0338,-0.258,-6.57,-1.17,12.42,-0.094,-37.117,25.0,12,0.65,-0.55,4057.94,-2082.18,1.0,False,93434.23,databento
RSI_Bounce_25_55_ATR2.5,TQQQ,0.0334,0.103,-6.07,-1.06,59.47,-0.018,0.054,40.0,5,0.87,-1.21,21042.05,-16095.35,24.4,False,93798.06,databento
SMA100_RSI_45_65,TQQQ,0.0332,-0.132,-47.64,-10.62,62.99,-0.169,-0.052,25.0,12,0.61,-3.97,25215.5,-13698.93,18.3,False,52356.12,databento
EMA_5_13_ADX20,TLT,0.0325,-0.483,-30.95,-6.14,36.18,-0.17,-0.611,28.6,14,0.3,-2.21,3354.11,-4436.88,64.3,False,69047.65,databento
RSI_MeanRev_20_80,TQQQ,0.0324,-0.418,-30.38,-5.95,40.72,-0.146,-0.112,50.0,2,0.23,-15.19,9138.28,-39619.7,27.0,False,69518.59,databento
EMA_PCR_200,SHY,0.0323,-0.616,-7.03,-1.32,11.79,-0.112,-0.706,15.4,13,0.42,-0.54,2568.39,-1118.2,105.3,False,92836.62,databento
RSI_Bounce_30_55_ATR2.5,SPY,0.0322,-0.04,-5.68,-0.99,23.1,-0.043,-0.021,40.0,10,0.81,-0.57,6022.89,-4961.36,13.2,False,94323.42,databento
Insider_ZScore_3.0,SHY,0.032,-2.249,-5.38,-0.96,5.38,-0.178,-0.908,0.0,16,0.0,-0.34,0.0,-336.56,1.6,False,94615.03,databento
SMA100_RSI_45_70,TQQQ,0.0318,-0.086,-44.24,-9.64,66.74,-0.144,-0.038,18.2,11,0.65,-4.02,41882.03,-14222.66,24.6,False,55760.14,databento
SMA200_RSI_45_70,TQQQ,0.0315,-0.136,-61.66,-15.33,79.26,-0.193,-0.059,36.4,11,0.63,-5.61,26568.31,-23990.63,32.4,False,38338.83,databento
EMA_12_26_ADX20,SHY,0.0315,-0.885,-7.96,-1.41,9.16,-0.154,-0.924,13.3,15,0.1,-0.53,453.82,-682.21,62.4,False,92038.85,databento
SMA50_RSI_45_75,TQQQ,0.0309,0.054,-1.47,-0.26,19.06,-0.013,0.02,33.3,6,0.9,-0.24,6908.62,-3822.05,15.5,False,98529.04,databento
RSI_BB_MeanRev_25_75,TLT,0.0308,-0.14,-5.59,-0.98,9.93,-0.098,-0.073,30.0,10,0.72,-0.56,4825.73,-2867.17,8.5,False,94407.01,databento
EMA_PCR_60,SHY,0.0298,-0.401,-4.69,-0.87,9.57,-0.091,-0.47,18.2,11,0.52,-0.43,2568.39,-1106.75,124.6,False,95176.0,databento
EMA_PCR_120,SHY,0.0298,-0.401,-4.69,-0.87,9.57,-0.091,-0.47,18.2,11,0.52,-0.43,2568.39,-1106.75,124.6,False,95176.0,databento
RSI_MeanRev_25_75,UPRO,0.0295,0.044,-21.05,-3.93,54.95,-0.071,0.02,28.6,7,0.74,-3.01,30585.99,-16445.31,17.7,False,78945.45,databento
RSI_Bounce_25_65_ATR2.0,UPRO,0.0295,0.044,-21.05,-3.93,54.95,-0.071,0.02,28.6,7,0.74,-3.01,30585.99,-16445.31,17.7,False,78945.45,databento
RSI_Bounce_25_70_ATR2.0,UPRO,0.0295,0.044,-21.05,-3.93,54.95,-0.071,0.02,28.6,7,0.74,-3.01,30585.99,-16445.31,17.7,False,78945.45,databento
SMA200_RSI_35_75,SHY,0.0294,-0.467,-2.72,-0.48,4.09,-0.117,-0.347,50.0,2,0.03,-1.36,102.69,-2962.3,328.0,False,97140.39,databento
SMA100_RSI_35_75,SHY,0.0294,-0.495,-3.02,-0.53,4.87,-0.109,-0.398,50.0,2,0.03,-1.51,102.32,-3261.16,384.5,False,96841.16,databento
Insider_ZScore_3.0,SPY,0.0291,-0.938,-14.67,-2.71,14.99,-0.181,-0.225,28.6,14,0.07,-1.05,274.41,-1576.3,2.2,False,85334.64,databento
EMA_9_21_ADX15,TLT,0.0291,-0.981,-48.0,-10.59,48.0,-0.221,-1.147,21.4,14,0.07,-3.43,1275.49,-4711.51,51.4,False,51999.84,databento
RSI_Bounce_25_70_ATR2.5,UPRO,0.0281,0.039,-30.97,-6.09,62.1,-0.098,0.02,28.6,7,0.68,-4.42,32602.93,-19234.27,26.9,False,69034.53,databento
RSI_Bounce_25_55_ATR2.5,UPRO,0.0278,0.044,-26.59,-5.1,62.1,-0.082,0.019,28.6,7,0.63,-3.8,22539.22,-14333.63,17.6,False,73410.26,databento
SMA100_RSI_45_75,TQQQ,0.0277,-0.172,-63.4,-16.01,75.63,-0.212,-0.074,9.1,11,0.38,-5.76,38658.36,-10205.49,27.8,False,36603.51,databento
RSI_Bounce_25_60_ATR2.0,UPRO,0.0272,0.025,-23.86,-4.52,54.95,-0.082,0.011,28.6,7,0.71,-3.41,28514.32,-16178.17,17.1,False,76137.79,databento
EMA_9_21_ADX25,SHY,0.0272,-0.647,-5.84,-1.02,8.47,-0.121,-0.708,16.7,12,0.21,-0.49,799.68,-757.06,81.0,False,94028.77,databento
RSI_BB_MeanRev_25_75,SHY,0.0272,-0.826,-4.02,-0.7,4.5,-0.155,-0.277,25.0,12,0.21,-0.34,350.97,-563.56,8.1,False,95980.92,databento
SMA200_RSI_40_70,TQQQ,0.0262,-0.288,-67.81,-17.86,81.05,-0.22,-0.078,33.3,9,0.55,-7.53,27780.93,-25192.88,18.6,False,32185.53,databento
RSI_Bounce_25_65_ATR1.5,UPRO,0.0254,-0.039,-30.25,-5.92,48.84,-0.121,-0.021,25.0,8,0.63,-3.78,25365.08,-13495.99,16.4,False,69754.19,databento
RSI_Bounce_25_70_ATR1.5,UPRO,0.0254,-0.039,-30.25,-5.92,48.84,-0.121,-0.021,25.0,8,0.63,-3.78,25365.08,-13495.99,16.4,False,69754.19,databento
EMA_20_50_ADX20,SPY,0.0253,0.015,-1.56,-0.27,25.94,-0.01,0.011,40.0,5,0.92,-0.31,8936.37,-6477.72,98.8,False,98439.59,databento
SMA200_RSI_45_75,TQQQ,0.0247,-0.27,-78.86,-23.64,86.8,-0.272,-0.12,30.0,10,0.31,-7.89,12001.99,-16408.86,39.9,False,21143.94,databento
SMA200_RSI_40_65,TQQQ,0.0246,-0.398,-74.01,-20.85,83.37,-0.25,-0.102,33.3,9,0.44,-8.22,19481.27,-22075.58,15.7,False,25990.32,databento
SMA100_RSI_40_65,UPRO,0.0245,-0.209,-42.69,-9.21,63.45,-0.145,-0.059,30.0,10,0.3,-4.27,6204.94,-8758.4,15.2,False,57306.02,databento
RSI_Bounce_25_55_ATR2.0,UPRO,0.0233,-0.026,-29.51,-5.75,54.95,-0.105,-0.011,28.6,7,0.62,-4.22,24355.37,-15643.25,14.4,False,70494.5,databento
RSI_Bounce_25_65_ATR2.5,UPRO,0.0229,-0.005,-37.42,-7.64,62.1,-0.123,-0.003,28.6,7,0.59,-5.35,27379.4,-18436.46,26.4,False,62576.51,databento
SMA100_RSI_40_75,UPRO,0.0229,-0.175,-40.58,-8.64,63.45,-0.136,-0.058,22.2,9,0.33,-4.51,10092.02,-8680.51,22.8,False,59420.46,databento
SMA200_RSI_40_75,TQQQ,0.0225,-0.354,-79.24,-23.88,87.04,-0.274,-0.102,22.2,9,0.3,-8.8,16819.67,-16124.91,22.2,False,20764.97,databento
EMA_20_50_ADX15,SHY,0.0223,-0.616,-4.01,-0.7,4.01,-0.174,-0.414,10.0,10,0.15,-0.4,691.26,-522.82,37.5,False,95985.87,databento
SMA_50_200,TQQQ,0.0222,0.091,-44.13,-9.61,67.73,-0.142,0.061,33.3,3,0.47,-14.71,39213.76,-41710.79,245.7,False,55792.18,databento
RSI_Bounce_25_70_ATR2.5,SHY,0.0222,-0.056,-0.38,-0.06,2.32,-0.028,-0.035,40.0,5,0.81,-0.08,826.34,-677.79,37.4,False,99619.29,databento
RSI_Bounce_25_60_ATR2.5,SHY,0.022,-0.05,-0.23,-0.04,1.79,-0.022,-0.021,40.0,5,0.8,-0.05,461.09,-383.43,21.4,False,99771.88,databento
SMA100_RSI_40_70,UPRO,0.0219,-0.223,-44.5,-9.71,63.45,-0.153,-0.071,22.2,9,0.26,-4.94,7913.16,-8618.38,21.1,False,55497.7,databento
RSI_MeanRev_25_75,SHY,0.0211,-0.079,-0.47,-0.08,2.08,-0.038,-0.043,40.0,5,0.74,-0.09,664.67,-598.89,30.0,False,99532.68,databento
RSI_Bounce_25_70_ATR2.0,SHY,0.0211,-0.079,-0.47,-0.08,2.08,-0.038,-0.043,40.0,5,0.74,-0.09,664.67,-598.89,30.0,False,99532.68,databento
TripleEMA_25_60_120,SHY,0.0211,-0.977,-5.9,-1.09,6.14,-0.177,-0.353,10.0,10,0.07,-0.59,420.81,-702.48,15.2,False,94098.47,databento
RSI_Bounce_25_65_ATR2.5,SHY,0.0202,-0.129,-0.65,-0.11,2.32,-0.047,-0.062,40.0,5,0.68,-0.13,693.6,-677.79,29.4,False,99353.81,databento
EMA_12_26_ADX15,TLT,0.0202,-0.885,-47.29,-10.38,49.06,-0.212,-1.085,10.0,10,0.01,-4.73,377.5,-5296.33,80.6,False,52710.56,databento
RSI_Bounce_25_65_ATR2.0,SHY,0.0201,-0.132,-0.6,-0.1,2.08,-0.049,-0.057,40.0,5,0.67,-0.12,600.24,-598.89,22.0,False,99403.82,databento
RSI_Bounce_25_60_ATR2.5,TLT,0.0201,-0.2,-6.98,-1.22,15.43,-0.079,-0.103,33.3,6,0.54,-1.16,4093.68,-3792.53,18.5,False,93017.25,databento
RSI_MeanRev_20_80,TLT,0.02,-0.001,-0.43,-0.07,6.99,-0.01,-0.0,33.3,3,0.93,-0.14,6047.28,-3237.53,15.0,False,99572.22,databento
EMA_20_50_ADX20,TQQQ,0.0197,-0.015,-63.93,-16.02,85.71,-0.187,-0.008,28.6,7,0.38,-9.13,19494.47,-20583.2,78.6,False,36072.93,databento
SMA200_RSI_45_65,SHY,0.0196,-0.188,-1.22,-0.21,2.66,-0.08,-0.14,37.5,8,0.24,-0.15,141.68,-357.32,61.2,False,98638.46,databento
RSI_Bounce_25_55_ATR2.5,SHY,0.0188,-0.111,-0.47,-0.08,1.79,-0.045,-0.043,40.0,5,0.59,-0.09,338.74,-383.43,19.0,False,99527.18,databento
RSI_Bounce_25_65_ATR1.5,SHY,0.0183,-0.169,-0.7,-0.12,1.92,-0.062,-0.065,40.0,5,0.55,-0.14,428.76,-520.45,19.8,False,99296.19,databento
RSI_Bounce_25_70_ATR1.5,SHY,0.0183,-0.169,-0.7,-0.12,1.92,-0.062,-0.065,40.0,5,0.55,-0.14,428.76,-520.45,19.8,False,99296.19,databento
SMA100_RSI_40_65,TLT,0.0179,-0.122,-2.79,-0.49,11.99,-0.041,-0.054,25.0,4,0.66,-0.7,5640.31,-2854.93,33.8,False,97075.53,databento
RSI_Bounce_25_65_ATR2.5,TLT,0.017,-0.358,-13.17,-2.37,19.65,-0.12,-0.207,16.7,6,0.33,-2.19,6385.05,-3911.55,25.3,False,86827.3,databento
RSI_Bounce_25_70_ATR2.5,TLT,0.017,-0.358,-13.17,-2.37,19.65,-0.12,-0.207,16.7,6,0.33,-2.19,6385.05,-3911.55,25.3,False,86827.3,databento
SMA200_RSI_45_65,TLT,0.017,-0.612,-11.4,-2.08,12.29,-0.169,-0.253,16.7,6,0.33,-1.9,5683.07,-3440.9,18.3,False,88478.58,databento
SMA100_RSI_45_65,TLT,0.0166,-0.672,-16.74,-3.13,20.14,-0.155,-0.382,14.3,7,0.17,-2.39,3521.05,-3396.9,31.1,False,83139.68,databento
EMA_12_26_ADX25,TLT,0.0162,-0.027,-3.01,-0.52,19.35,-0.027,-0.024,33.3,3,0.68,-1.0,6304.01,-4659.11,171.3,False,96985.8,databento
RSI_Bounce_25_55_ATR2.5,TLT,0.0161,-0.362,-10.93,-1.94,15.43,-0.126,-0.172,33.3,6,0.27,-1.82,2036.79,-3751.97,16.0,False,89065.72,databento
RSI_Bounce_25_60_ATR2.0,SHY,0.016,-0.271,-1.07,-0.18,2.08,-0.087,-0.102,40.0,5,0.4,-0.21,363.41,-598.89,16.2,False,98930.17,databento
SMA200_RSI_40_70,SHY,0.0156,-0.045,-0.28,-0.05,1.53,-0.032,-0.03,20.0,5,0.37,-0.06,248.16,-168.62,81.4,False,99573.68,databento
RSI_Bounce_25_65_ATR2.5,TQQQ,0.0154,-0.156,-43.99,-9.36,73.16,-0.128,-0.091,40.0,5,0.36,-8.8,12543.56,-23053.16,30.0,False,55927.64,databento
RSI_Bounce_25_70_ATR2.5,TQQQ,0.0154,-0.156,-43.99,-9.36,73.16,-0.128,-0.091,40.0,5,0.36,-8.8,12543.56,-23053.16,30.0,False,55927.64,databento
EMA_12_26_ADX25,SHY,0.0154,-0.493,-5.54,-0.97,8.26,-0.117,-0.623,14.3,7,0.09,-0.79,566.99,-1039.63,171.0,False,94329.23,databento
RSI_Bounce_25_60_ATR1.5,SHY,0.0151,-0.277,-1.02,-0.17,1.92,-0.091,-0.094,40.0,5,0.34,-0.2,269.25,-520.45,14.0,False,98977.16,databento
SMA50_RSI_45_65,TLT,0.0148,-0.45,-11.08,-2.02,12.78,-0.158,-0.223,14.3,7,0.05,-1.58,566.06,-1940.5,20.6,False,88923.07,databento
SMA50_RSI_45_70,TLT,0.0148,-0.45,-11.08,-2.02,12.78,-0.158,-0.223,14.3,7,0.05,-1.58,566.06,-1940.5,20.6,False,88923.07,databento
SMA50_RSI_45_75,TLT,0.0148,-0.45,-11.08,-2.02,12.78,-0.158,-0.223,14.3,7,0.05,-1.58,566.06,-1940.5,20.6,False,88923.07,databento
SMA50_RSI_45_65,QQQ,0.0142,-0.596,-16.0,-2.98,16.85,-0.177,-0.199,14.3,7,0.01,-2.29,184.49,-2697.34,11.3,False,84000.46,databento
SMA50_RSI_45_70,QQQ,0.0142,-0.596,-16.0,-2.98,16.85,-0.177,-0.199,14.3,7,0.01,-2.29,184.49,-2697.34,11.3,False,84000.46,databento
SMA50_RSI_45_75,QQQ,0.0142,-0.596,-16.0,-2.98,16.85,-0.177,-0.199,14.3,7,0.01,-2.29,184.49,-2697.34,11.3,False,84000.46,databento
RSI_Bounce_25_55_ATR2.0,SHY,0.0141,-0.348,-1.31,-0.22,2.08,-0.107,-0.121,40.0,5,0.27,-0.26,242.11,-598.89,13.8,False,98687.56,databento
EMA_9_21_ADX20,TLT,0.0135,-0.694,-41.19,-8.69,47.69,-0.182,-0.895,16.7,6,0.1,-6.86,4434.36,-9125.23,152.7,False,58808.19,databento
RSI_MeanRev_25_75,SPY,0.0134,-0.201,-10.62,-1.88,22.3,-0.085,-0.054,25.0,4,0.36,-2.66,5853.4,-5491.1,8.8,False,89380.11,databento
RSI_Bounce_25_55_ATR2.0,SPY,0.0134,-0.201,-10.62,-1.88,22.3,-0.085,-0.054,25.0,4,0.36,-2.66,5853.4,-5491.1,8.8,False,89380.11,databento
RSI_Bounce_25_60_ATR2.0,SPY,0.0134,-0.201,-10.62,-1.88,22.3,-0.085,-0.054,25.0,4,0.36,-2.66,5853.4,-5491.1,8.8,False,89380.11,databento
RSI_Bounce_25_65_ATR2.0,SPY,0.0134,-0.201,-10.62,-1.88,22.3,-0.085,-0.054,25.0,4,0.36,-2.66,5853.4,-5491.1,8.8,False,89380.11,databento
RSI_Bounce_25_70_ATR2.0,SPY,0.0134,-0.201,-10.62,-1.88,22.3,-0.085,-0.054,25.0,4,0.36,-2.66,5853.4,-5491.1,8.8,False,89380.11,databento
SMA200_RSI_45_70,SHY,0.0132,-0.088,-0.63,-0.11,2.27,-0.048,-0.068,40.0,5,0.21,-0.13,101.13,-324.2,113.4,False,99229.67,databento
RSI_Bounce_25_55_ATR1.5,SHY,0.0129,-0.361,-1.27,-0.22,1.92,-0.112,-0.112,40.0,5,0.19,-0.25,147.95,-520.45,11.6,False,98734.55,databento
RSI_Bounce_25_55_ATR1.5,GLD,0.0128,-0.294,-2.01,-0.34,4.33,-0.08,-0.035,33.3,3,0.45,-0.67,1667.13,-1840.11,4.0,False,97986.91,databento
RSI_Bounce_25_60_ATR1.5,GLD,0.0128,-0.294,-2.01,-0.34,4.33,-0.08,-0.035,33.3,3,0.45,-0.67,1667.13,-1840.11,4.0,False,97986.91,databento
RSI_Bounce_25_65_ATR1.5,GLD,0.0128,-0.294,-2.01,-0.34,4.33,-0.08,-0.035,33.3,3,0.45,-0.67,1667.13,-1840.11,4.0,False,97986.91,databento
RSI_Bounce_25_70_ATR1.5,GLD,0.0128,-0.294,-2.01,-0.34,4.33,-0.08,-0.035,33.3,3,0.45,-0.67,1667.13,-1840.11,4.0,False,97986.91,databento
EMA_20_50_ADX15,TLT,0.0128,-0.655,-34.47,-6.98,38.72,-0.18,-0.693,33.3,6,0.05,-5.74,817.15,-9025.88,101.0,False,65530.8,databento
SMA100_RSI_45_70,TLT,0.012,-0.712,-18.11,-3.41,22.33,-0.153,-0.422,0.0,6,0.0,-3.02,0.0,-3038.1,38.5,False,81771.38,databento
SMA100_RSI_45_75,TLT,0.012,-0.712,-18.11,-3.41,22.33,-0.153,-0.422,0.0,6,0.0,-3.02,0.0,-3038.1,38.5,False,81771.38,databento
RSI_MeanRev_25_75,TLT,0.012,-0.968,-19.48,-3.61,20.02,-0.18,-0.316,0.0,6,0.0,-3.25,0.0,-3246.52,8.8,False,80520.85,databento
RSI_Bounce_25_55_ATR2.0,TLT,0.012,-0.968,-19.48,-3.61,20.02,-0.18,-0.316,0.0,6,0.0,-3.25,0.0,-3246.52,8.8,False,80520.85,databento
RSI_Bounce_25_60_ATR2.0,TLT,0.012,-0.968,-19.48,-3.61,20.02,-0.18,-0.316,0.0,6,0.0,-3.25,0.0,-3246.52,8.8,False,80520.85,databento
RSI_Bounce_25_65_ATR2.0,TLT,0.012,-0.968,-19.48,-3.61,20.02,-0.18,-0.316,0.0,6,0.0,-3.25,0.0,-3246.52,8.8,False,80520.85,databento
RSI_Bounce_25_70_ATR2.0,TLT,0.012,-0.968,-19.48,-3.61,20.02,-0.18,-0.316,0.0,6,0.0,-3.25,0.0,-3246.52,8.8,False,80520.85,databento
SMA200_RSI_40_65,SHY,0.0102,-0.196,-1.09,-0.19,1.65,-0.115,-0.129,20.0,5,0.01,-0.22,16.88,-311.73,74.6,False,98769.96,databento
SMA100_RSI_45_75,SHY,0.01,-0.249,-2.41,-0.42,4.84,-0.087,-0.284,33.3,3,0.27,-0.8,920.43,-1736.14,380.7,False,97448.16,databento
SMA_50_200,TLT,0.01,-0.372,-12.52,-2.3,16.46,-0.139,-0.282,0.0,5,0.0,-2.5,0.0,-2529.51,66.6,False,87352.45,databento
SMA100_RSI_40_65,TQQQ,0.01,-0.433,-63.27,-15.96,71.16,-0.224,-0.097,0.0,5,0.0,-12.65,0.0,-12654.96,16.8,False,36725.18,databento
