date,state,spy_close,qqq_close,vix,upro_shares,tqqq_shares,cash,upro_value,tqqq_value,portfolio_value,data_source
2019-03-05,BULL_100,279.02,174.55,14.74,7239.2517,9069.6279,2183.74,170303.4,59179.32,231666.46,polygon
2019-03-06,BULL_100,277.33,173.56,15.74,7239.2517,9069.6279,2183.74,167226.71,58158.99,227569.44,polygon
2019-03-07,BULL_100,275.01,171.43,16.59,7239.2517,9069.6279,2183.74,164005.25,56039.42,222228.41,polygon
2019-03-08,BULL_100,274.46,171.17,16.05,7239.2517,9069.6279,2183.74,163426.11,55721.98,221331.83,polygon
2019-03-11,CASH,278.44,174.73,14.33,0.0,0.0,221467.31,0.0,0.0,221467.31,polygon
2019-03-12,SMA_RECOVERY,279.49,175.69,13.77,5284.2147,6311.9597,55225.8,124628.2,41872.28,221726.28,polygon
2019-03-13,BULL_100,281.34,177.01,13.41,6992.4228,8184.3752,2182.35,169496.33,55469.6,227148.28,polygon
2019-03-14,BULL_100,281.16,176.71,13.5,6992.4228,8184.3752,2182.35,168587.31,55224.07,225993.73,polygon
2019-03-15,BULL_100,281.31,178.35,12.88,6992.4228,8184.3752,2182.35,170964.74,56594.95,229742.04,polygon
2019-03-18,BULL_100,282.33,178.45,13.1,6992.4228,8184.3752,2182.35,173377.12,57106.48,232665.95,polygon
2019-03-19,BULL_100,282.4,179.05,13.56,6992.4228,8184.3752,2182.35,172293.3,57679.38,232155.03,polygon
2019-03-20,BULL_100,281.55,179.76,13.91,6992.4228,8184.3752,2182.35,170929.78,58324.31,231436.43,polygon
2019-03-21,BULL_100,284.73,182.57,13.63,6992.4228,8184.3752,2182.35,176558.68,61025.16,239766.18,polygon
2019-03-22,BULL_100,279.25,178.56,16.48,6992.4228,8184.3752,2182.35,166070.04,57035.27,225287.66,polygon
2019-03-25,BULL_100,279.04,178.22,16.33,6992.4228,8184.3752,2182.35,167118.9,56676.8,225978.05,polygon
2019-03-26,BULL_100,281.12,179.05,14.68,6992.4228,8184.3752,2182.35,169286.56,57454.31,228923.22,polygon
2019-03-27,BULL_100,279.65,177.9,15.15,6992.4228,8184.3752,2182.35,166384.7,56328.96,224896.01,polygon
2019-03-28,BULL_100,280.71,178.31,14.43,6992.4228,8184.3752,2182.35,170335.42,56687.44,229205.2,polygon
2019-03-29,BULL_100,282.48,179.66,13.71,6992.4228,8184.3752,2182.35,172293.3,57965.84,232441.48,polygon
2019-04-01,BULL_100,285.83,182.04,13.4,6992.4228,8184.3752,2182.35,178341.74,60247.64,240771.73,polygon
2019-04-02,BULL_100,285.97,182.73,13.36,6992.4228,8184.3752,2182.35,177572.58,60912.21,240667.14,polygon
2019-04-03,BULL_100,286.42,183.78,13.74,6992.4228,8184.3752,2182.35,179530.46,61966.36,243679.16,polygon
2019-04-04,BULL_100,287.18,183.71,13.58,6992.4228,8184.3752,2182.35,180229.7,61873.88,244285.92,polygon
2019-04-05,BULL_100,288.57,184.66,12.82,6992.4228,8184.3752,2182.35,183306.36,62805.26,248293.97,polygon
2019-04-08,BULL_100,288.79,185.13,13.18,6992.4228,8184.3752,2182.35,183201.48,63296.32,248680.14,polygon
2019-04-09,BULL_100,287.31,184.48,14.28,6992.4228,8184.3752,2182.35,180264.66,62600.65,245047.65,polygon
2019-04-10,BULL_100,288.29,185.47,13.3,6992.4228,8184.3752,2182.35,183201.48,63613.06,248996.88,polygon
2019-04-11,BULL_100,288.21,185.03,13.02,6992.4228,8184.3752,2182.35,182502.24,63132.63,247817.21,polygon
2019-04-12,BULL_100,290.16,185.83,12.01,6992.4228,8184.3752,2182.35,186033.41,63910.15,252125.9,polygon
2019-04-15,BULL_100,289.97,185.86,12.32,6992.4228,8184.3752,2182.35,185648.83,63960.89,251792.06,polygon
2019-04-16,BULL_100,290.16,186.5,12.18,6992.4228,8184.3752,2182.35,185753.71,64585.36,252521.42,polygon
2019-04-17,BULL_100,289.45,187.15,12.6,6992.4228,8184.3752,2182.35,184005.61,65229.47,251417.42,polygon
2019-04-18,BULL_100,290.02,187.39,12.09,6992.4228,8184.3752,2182.35,185648.83,65434.08,253265.25,polygon
2019-04-22,BULL_100,290.27,187.92,12.42,6992.4228,8184.3752,2182.35,186033.41,65986.53,254202.28,polygon
2019-04-23,BULL_100,292.88,190.31,12.28,6992.4228,8184.3752,2182.35,190893.14,68493.4,261568.89,polygon
2019-04-24,BULL_100,292.23,189.71,13.14,6992.4228,8184.3752,2182.35,189669.47,67828.01,259679.82,polygon
2019-04-25,BULL_100,292.05,190.48,13.25,6992.4228,8184.3752,2182.35,188270.98,68585.06,259038.39,polygon
2019-04-26,BULL_100,293.41,190.65,12.73,6992.4228,8184.3752,2182.35,191557.42,68830.6,262570.36,polygon
2019-04-29,BULL_100,293.87,191.02,13.11,6992.4228,8184.3752,2182.35,191592.38,69198.89,262973.62,polygon
2019-04-30,BULL_100,294.02,189.54,13.12,6992.4228,8184.3752,2182.35,193969.81,67613.58,263765.73,polygon
2019-05-01,BULL_100,291.81,188.93,14.8,6992.4228,8184.3752,2182.35,187676.63,66836.06,256695.04,polygon
2019-05-02,BULL_100,291.18,188.11,14.42,6992.4228,8184.3752,2182.35,187396.93,66017.63,255596.9,polygon
2019-05-03,BULL_100,294.03,191.11,12.87,6992.4228,8184.3752,2182.35,192536.36,69126.87,263845.58,polygon
2019-05-06,BULL_100,292.82,189.94,15.44,6992.4228,8184.3752,2182.35,187117.23,67889.39,257188.97,polygon
2019-05-07,BULL_100,287.93,186.24,19.32,6992.4228,8184.3752,2182.35,180998.86,63940.43,247121.64,polygon
2019-05-08,BULL_100,287.53,185.77,19.4,6992.4228,8184.3752,2182.35,180194.74,63378.16,245755.25,polygon
2019-05-09,BULL_100,286.66,184.77,19.1,6992.4228,8184.3752,2182.35,178586.48,62375.58,243144.4,polygon
2019-05-10,BULL_100,288.1,185.0,16.04,6992.4228,8184.3752,2182.35,180893.98,62549.09,245625.41,polygon
2019-05-13,BULL_100,280.86,178.58,20.55,6992.4228,8184.3752,2182.35,165370.8,56083.43,223636.58,polygon
2019-05-14,BULL_100,283.4,180.54,18.06,6992.4228,8184.3752,2182.35,172328.26,57843.07,232353.68,polygon
2019-05-15,DEFENSIVE_BOTH,285.06,183.09,16.44,3521.617,4159.5635,115250.65,87688.26,30619.79,233558.7,polygon
2019-05-16,DEFENSIVE_BOTH,287.7,184.93,15.29,3521.617,4159.5635,115250.65,90470.34,31576.49,237297.48,polygon
2019-05-17,DEFENSIVE_SPY,285.84,183.04,15.96,3470.8192,7996.5623,88262.69,87464.64,58814.72,234542.05,polygon
2019-05-20,DEFENSIVE_SPY,283.95,179.95,16.31,3470.8192,7996.5623,88262.69,85937.48,55866.38,230066.56,polygon
2019-05-21,DEFENSIVE_BOTH,286.51,181.83,14.95,3497.3593,4046.7387,115843.95,88483.19,29121.55,233448.69,polygon
2019-05-22,DEFENSIVE_BOTH,285.63,181.02,14.75,3497.3593,4046.7387,115843.95,87678.8,28741.96,232264.71,polygon
2019-05-23,DEFENSIVE_BOTH,282.14,178.25,16.92,3497.3593,4046.7387,115843.95,84181.44,27386.3,227411.69,polygon
2019-05-24,DEFENSIVE_BOTH,282.78,178.16,15.85,3497.3593,4046.7387,115843.95,85160.7,27345.84,228350.49,polygon
2019-05-28,DEFENSIVE_BOTH,280.15,177.49,17.5,3497.3593,4046.7387,115843.95,82799.98,27052.45,225696.38,polygon
2019-05-29,DEFENSIVE_BOTH,278.27,176.03,17.9,3497.3593,4046.7387,115843.95,80823.97,26374.62,223042.55,polygon
2019-05-30,DEFENSIVE_BOTH,279.03,176.77,17.3,3497.3593,4046.7387,115843.95,79390.06,26688.24,221922.25,polygon
2019-05-31,DEFENSIVE_BOTH,275.27,173.95,18.71,3497.3593,4046.7387,115843.95,78375.82,25403.4,219623.18,polygon
2019-06-03,CASH,274.57,170.12,18.86,0.0,0.0,217797.27,0.0,0.0,217797.27,polygon
2019-06-04,CASH,280.53,174.91,16.97,0.0,0.0,217797.27,0.0,0.0,217797.27,polygon
2019-06-05,SMA_RECOVERY,282.96,176.21,16.09,5134.5752,6247.7225,54310.73,122587.98,40563.34,217462.06,polygon
2019-06-06,BULL_100,284.8,177.61,15.93,6706.8364,8356.5639,2158.64,165155.85,55508.48,222822.96,polygon
2019-06-07,BULL_100,287.65,181.04,16.3,6706.8364,8356.5639,2158.64,170722.52,58673.94,231555.1,polygon
2019-06-10,DEFENSIVE_QQQ,288.97,183.15,15.94,6841.6605,4087.1844,29265.72,176343.8,29744.48,235354.01,polygon
2019-06-11,DEFENSIVE_QQQ,288.9,183.4,15.99,6841.6605,4087.1844,29265.72,176172.76,29856.88,235295.36,polygon
2019-06-12,DEFENSIVE_QQQ,288.39,182.34,15.91,6841.6605,4087.1844,29265.72,176104.34,29351.3,234721.36,polygon
2019-06-13,DEFENSIVE_QQQ,289.58,183.42,15.82,6841.6605,4087.1844,29265.72,176993.76,29831.54,236091.02,polygon
2019-06-14,DEFENSIVE_QQQ,289.26,182.64,15.28,6841.6605,4087.1844,29265.72,176617.47,29443.26,235326.45,polygon
2019-06-17,DEFENSIVE_QQQ,289.37,183.74,15.35,6841.6605,4087.1844,29265.72,177199.01,29979.5,236444.23,polygon
2019-06-18,DEFENSIVE_QQQ,292.4,186.41,15.15,6841.6605,4087.1844,29265.72,183082.83,31277.18,243625.74,polygon
2019-06-19,BULL_100,293.06,187.11,14.33,6766.7163,7835.9818,2399.95,183411.85,60670.09,246481.88,polygon
2019-06-20,BULL_100,295.86,188.85,14.75,6766.7163,7835.9818,2399.95,186084.7,62335.24,250819.88,polygon
2019-06-21,BULL_100,294.0,188.57,15.4,6766.7163,7835.9818,2399.95,184866.69,62051.57,249318.21,polygon
2019-06-24,BULL_100,293.64,188.16,15.26,6766.7163,7835.9818,2399.95,185408.03,62031.98,249839.96,polygon
2019-06-25,BULL_100,290.76,184.93,16.28,6766.7163,7835.9818,2399.95,178911.98,58858.41,240170.34,polygon
2019-06-26,BULL_100,290.47,185.79,16.21,6766.7163,7835.9818,2399.95,178472.14,59602.83,240474.92,polygon
2019-06-27,BULL_100,291.5,186.5,15.82,6766.7163,7835.9818,2399.95,182024.67,60249.3,244673.91,polygon
2019-06-28,BULL_100,293.0,186.74,15.08,6766.7163,7835.9818,2399.95,184697.52,60503.97,247601.44,polygon
2019-07-01,BULL_100,295.66,189.26,14.06,6766.7163,7835.9818,2399.95,187370.38,62913.53,252683.85,polygon
2019-07-02,BULL_100,296.43,190.01,12.93,6766.7163,7835.9818,2399.95,190077.06,63677.54,256154.55,polygon
2019-07-03,BULL_100,298.8,191.44,12.57,6766.7163,7835.9818,2399.95,194035.59,65088.02,261523.55,polygon
2019-07-05,BULL_100,298.46,191.05,13.28,6766.7163,7835.9818,2399.95,192513.08,64666.44,259579.47,polygon
2019-07-08,BULL_100,296.82,189.71,13.96,6766.7163,7835.9818,2399.95,189298.89,63305.33,255004.17,polygon
2019-07-09,BULL_100,297.19,190.66,14.09,6766.7163,7835.9818,2399.95,190550.73,64255.05,257205.73,polygon
2019-07-10,BULL_100,298.61,192.56,13.03,6766.7163,7835.9818,2399.95,193798.76,66155.28,262353.98,polygon
2019-07-11,BULL_100,299.31,192.42,12.93,6766.7163,7835.9818,2399.95,195152.1,65978.97,263531.01,polygon
2019-07-12,BULL_100,300.65,193.53,12.39,6766.7163,7835.9818,2399.95,197418.95,67086.19,266905.09,polygon
2019-07-15,BULL_100,300.75,194.15,12.68,6766.7163,7835.9818,2399.95,197926.45,67653.52,267979.92,polygon
2019-07-16,BULL_100,299.71,193.15,12.86,6766.7163,7835.9818,2399.95,195321.27,66694.39,264415.61,polygon
2019-07-17,BULL_100,297.74,192.2,13.97,6766.7163,7835.9818,2399.95,190618.4,65704.71,258723.05,polygon
2019-07-18,BULL_100,298.83,192.42,13.53,6766.7163,7835.9818,2399.95,193798.76,65989.15,262187.86,polygon
2019-07-19,BULL_100,297.17,191.01,14.45,6766.7163,7835.9818,2399.95,188960.55,64392.18,255752.68,polygon
2019-07-22,BULL_100,297.9,192.53,13.53,6766.7163,7835.9818,2399.95,191971.74,65910.79,260282.48,polygon
2019-07-23,BULL_100,300.03,193.79,12.61,6766.7163,7835.9818,2399.95,194915.26,67184.14,264499.35,polygon
2019-07-24,BULL_100,301.44,195.15,12.07,6766.7163,7835.9818,2399.95,198230.95,68614.21,269245.11,polygon
2019-07-25,BULL_100,300.0,193.3,12.74,6766.7163,7835.9818,2399.95,195794.94,66655.21,264850.1,polygon
2019-07-26,BULL_100,302.01,195.29,12.16,6766.7163,7835.9818,2399.95,198603.12,68633.01,269636.09,polygon
2019-07-29,BULL_100,301.46,194.62,12.83,6766.7163,7835.9818,2399.95,199042.96,67996.73,269439.64,polygon
2019-07-30,BULL_100,300.72,193.78,13.94,6766.7163,7835.9818,2399.95,197182.11,67086.19,266668.25,polygon
2019-07-31,BULL_100,297.43,191.1,16.12,6766.7163,7835.9818,2399.95,188960.55,64255.05,255615.55,polygon
2019-08-01,BULL_100,294.84,190.15,17.87,6766.7163,7835.9818,2399.95,183378.01,63353.91,249131.87,polygon
2019-08-02,BULL_100,292.62,187.35,17.61,6766.7163,7835.9818,2399.95,181415.66,60454.6,244270.21,polygon
2019-08-05,BULL_100,283.82,180.73,24.59,6766.7163,7835.9818,2399.95,154281.13,54107.45,210788.54,polygon
2019-08-06,BULL_100,287.8,183.26,20.17,6766.7163,7835.9818,2399.95,169404.74,56331.31,228136.0,polygon
2019-08-07,DEFENSIVE_BOTH,287.97,184.25,19.49,3379.292,4105.4365,114061.02,85158.16,29944.23,229163.41,polygon
2019-08-08,DEFENSIVE_BOTH,293.62,188.26,16.91,3379.292,4105.4365,114061.02,90311.58,31925.11,236297.7,polygon
2019-08-09,DEFENSIVE_BOTH,291.62,186.49,17.97,3379.292,4105.4365,114061.02,89348.48,30980.86,234390.35,polygon
2019-08-12,DEFENSIVE_BOTH,288.07,184.35,21.09,3379.292,4105.4365,114061.02,85918.5,29944.23,229923.75,polygon
2019-08-13,DEFENSIVE_BOTH,292.55,188.39,17.52,3379.292,4105.4365,114061.02,89787.79,31909.51,235758.31,polygon
2019-08-14,DEFENSIVE_BOTH,283.9,182.76,22.1,3379.292,4105.4365,114061.02,82032.31,29051.3,225144.63,polygon
2019-08-15,DEFENSIVE_BOTH,284.65,182.55,21.18,3379.292,4105.4365,114061.02,83079.89,28928.14,226069.05,polygon
2019-08-16,DEFENSIVE_BOTH,288.85,185.48,18.47,3379.292,4105.4365,114061.02,85783.33,30262.4,230106.75,polygon
2019-08-19,DEFENSIVE_BOTH,292.33,188.43,16.88,3379.292,4105.4365,114061.02,88537.45,31678.78,234277.25,polygon
2019-08-20,DEFENSIVE_BOTH,290.09,186.97,17.5,3379.292,4105.4365,114061.02,86729.53,31026.84,231817.38,polygon
2019-08-21,DEFENSIVE_BOTH,292.45,188.63,15.8,3379.292,4105.4365,114061.02,89906.06,31817.13,235784.21,polygon
2019-08-22,DEFENSIVE_BOTH,292.36,188.02,16.68,3379.292,4105.4365,114061.02,88537.45,31509.23,234107.69,polygon
2019-08-23,DEFENSIVE_BOTH,284.85,182.07,19.87,3379.292,4105.4365,114061.02,81947.83,28625.16,224634.0,polygon
2019-08-26,DEFENSIVE_BOTH,288.0,184.82,19.32,3379.292,4105.4365,114061.02,84499.2,29784.94,228345.16,polygon
2019-08-27,DEFENSIVE_BOTH,286.87,184.43,20.31,3379.292,4105.4365,114061.02,84279.54,29605.53,227946.09,polygon
2019-08-28,DEFENSIVE_BOTH,288.89,185.09,19.35,3379.292,4105.4365,114061.02,85158.16,29903.18,229122.35,polygon
2019-08-29,DEFENSIVE_BOTH,292.58,187.92,17.88,3379.292,4105.4365,114061.02,88655.73,31262.9,233979.64,polygon
2019-08-30,DEFENSIVE_BOTH,292.45,187.47,18.98,3379.292,4105.4365,114061.02,88537.45,31042.44,233640.9,polygon
2019-09-03,DEFENSIVE_BOTH,290.74,185.65,19.66,3379.292,4105.4365,114061.02,86814.01,30139.24,231014.27,polygon
2019-09-04,DEFENSIVE_BOTH,294.04,188.33,17.33,3379.292,4105.4365,114061.02,90075.03,31406.59,235542.63,polygon
2019-09-05,DEFENSIVE_BOTH,297.82,191.78,16.27,3379.292,4105.4365,114061.02,93505.01,33141.14,240707.16,polygon
2019-09-06,DEFENSIVE_QQQ,298.05,191.59,15.0,6507.3501,3721.4254,30104.37,180969.41,29957.47,241031.25,polygon
2019-09-09,BULL_100,298.2,191.19,15.27,6437.7646,7369.4792,2383.15,178808.91,58946.99,240139.05,polygon
2019-09-10,BULL_100,298.13,190.64,15.2,6437.7646,7369.4792,2383.15,178390.46,58458.39,239232.0,polygon
2019-09-11,BULL_100,300.25,192.43,14.61,6437.7646,7369.4792,2383.15,185504.19,60033.99,247921.32,polygon
2019-09-12,BULL_100,301.29,193.23,14.22,6437.7646,7369.4792,2383.15,184763.84,60779.78,247926.77,polygon
2019-09-13,BULL_100,301.09,192.54,13.74,6437.7646,7369.4792,2383.15,183476.29,60134.95,245994.39,polygon
2019-09-16,BULL_100,300.16,191.68,14.67,6437.7646,7369.4792,2383.15,182800.32,59305.88,244489.36,polygon
2019-09-17,BULL_100,300.92,192.6,14.44,6437.7646,7369.4792,2383.15,183154.4,60089.26,245626.81,polygon
2019-09-18,BULL_100,301.1,192.52,13.95,6437.7646,7369.4792,2383.15,183283.16,60052.41,245718.72,polygon
2019-09-19,BULL_100,301.08,192.84,14.05,6437.7646,7369.4792,2383.15,183862.56,60319.19,246564.89,polygon
2019-09-20,BULL_100,298.28,190.8,15.32,6437.7646,7369.4792,2383.15,179388.31,58421.55,240193.0,polygon
2019-09-23,BULL_100,298.21,190.5,14.91,6437.7646,7369.4792,2383.15,183476.29,58476.82,244336.26,polygon
2019-09-24,BULL_100,295.87,187.97,17.05,6437.7646,7369.4792,2383.15,177102.9,56165.01,235651.06,polygon
2019-09-25,BULL_100,297.62,190.08,15.96,6437.7646,7369.4792,2383.15,179227.37,57960.95,239571.47,polygon
2019-09-26,BULL_100,297.0,189.38,16.07,6437.7646,7369.4792,2383.15,178197.32,57380.98,237961.45,polygon
2019-09-27,BULL_100,295.4,187.03,17.22,6437.7646,7369.4792,2383.15,176008.48,55299.1,233690.73,polygon
2019-09-30,BULL_100,296.77,188.81,16.24,6437.7646,7369.4792,2383.15,179130.8,56772.99,238286.94,polygon
2019-10-01,DEFENSIVE_QQQ,293.24,187.27,18.56,6437.6377,3837.9284,29865.05,172142.43,28851.63,230859.11,polygon
2019-10-02,DEFENSIVE_QQQ,288.06,184.05,20.56,6437.6377,3837.9284,29865.05,162485.98,27374.02,219725.05,polygon
2019-10-03,DEFENSIVE_BOTH,290.42,186.07,19.12,3264.588,3852.0077,109763.79,84177.4,28379.67,222320.86,polygon
2019-10-04,DEFENSIVE_BOTH,294.35,188.81,17.04,3264.588,3852.0077,109763.79,87572.57,29573.79,226910.15,polygon
2019-10-07,DEFENSIVE_BOTH,293.08,188.24,17.86,3264.588,3852.0077,109763.79,86495.26,29299.53,225558.58,polygon
2019-10-08,DEFENSIVE_BOTH,288.53,185.42,20.28,3264.588,3852.0077,109763.79,82414.52,27965.58,220143.89,polygon
2019-10-09,DEFENSIVE_BOTH,291.27,187.23,18.64,3264.588,3852.0077,109763.79,82414.52,28813.02,220991.33,polygon
2019-10-10,DEFENSIVE_BOTH,293.24,188.68,17.57,3264.588,3852.0077,109763.79,87050.24,29443.98,226258.01,polygon
2019-10-11,DEFENSIVE_BOTH,296.28,191.11,15.58,3264.588,3852.0077,109763.79,89759.85,30546.42,230070.06,polygon
2019-10-14,DEFENSIVE_SPY,295.95,191.09,14.57,3158.0967,7240.5255,85835.87,86673.97,57481.08,229990.92,polygon
2019-10-15,BULL_100,298.88,193.52,13.54,6212.1913,7138.9789,2251.59,174065.6,58825.19,235142.38,polygon
2019-10-16,BULL_100,298.4,193.04,13.68,6212.1913,7138.9789,2251.59,173195.89,58388.28,233835.76,polygon
2019-10-17,BULL_100,299.28,193.55,13.79,6212.1913,7138.9789,2251.59,174531.52,58789.49,235572.59,polygon
2019-10-18,BULL_100,297.97,191.69,14.25,6212.1913,7138.9789,2251.59,172885.29,57103.26,232240.14,polygon
2019-10-21,BULL_100,299.99,193.39,14.0,6212.1913,7138.9789,2251.59,176115.62,58611.02,236978.23,polygon
2019-10-22,BULL_100,299.01,191.85,14.46,6212.1913,7138.9789,2251.59,173599.69,57254.61,233105.89,polygon
2019-10-23,BULL_100,299.88,192.22,14.01,6212.1913,7138.9789,2251.59,176115.62,57522.32,235889.53,polygon
2019-10-24,BULL_100,300.37,194.09,13.71,6212.1913,7138.9789,2251.59,175245.92,59173.57,236671.07,polygon
2019-10-25,BULL_100,301.6,195.64,12.65,6212.1913,7138.9789,2251.59,178942.17,60520.69,241714.45,polygon
2019-10-28,BULL_100,303.3,197.57,13.11,6212.1913,7138.9789,2251.59,181613.41,62368.26,246233.26,polygon
2019-10-29,BULL_100,303.21,196.04,13.2,6212.1913,7138.9789,2251.59,181458.11,60931.19,244640.88,polygon
2019-10-30,BULL_100,304.14,196.99,12.33,6212.1913,7138.9789,2251.59,183477.07,61787.86,247516.52,polygon
2019-10-31,BULL_100,303.33,197.08,13.22,6212.1913,7138.9789,2251.59,181178.56,61832.84,245262.99,polygon
2019-11-01,BULL_100,306.14,198.87,12.3,6212.1913,7138.9789,2251.59,185899.83,63510.5,251661.91,polygon
2019-11-04,BULL_100,307.37,200.1,12.83,6212.1913,7138.9789,2251.59,189378.65,64643.45,256273.69,polygon
2019-11-05,BULL_100,307.03,200.21,13.1,6212.1913,7138.9789,2251.59,187452.87,64724.12,254428.59,polygon
2019-11-06,BULL_100,307.1,199.76,12.62,6212.1913,7138.9789,2251.59,188664.25,64312.92,255228.76,polygon
2019-11-07,BULL_100,308.18,200.43,12.73,6212.1913,7138.9789,2251.59,190186.24,64964.71,257402.53,polygon
2019-11-08,BULL_100,308.94,201.23,12.07,6212.1913,7138.9789,2251.59,191521.86,65732.15,259505.6,polygon
2019-11-11,BULL_100,308.35,200.96,12.69,6212.1913,7138.9789,2251.59,190807.46,65455.87,258514.91,polygon
2019-11-12,BULL_100,309.0,201.54,12.68,6212.1913,7138.9789,2251.59,191335.49,65991.29,259578.37,polygon
2019-11-13,BULL_100,309.1,201.59,13.0,6212.1913,7138.9789,2251.59,192267.32,65892.78,260411.69,polygon
2019-11-14,BULL_100,309.55,201.43,13.05,6212.1913,7138.9789,2251.59,192640.05,65874.93,260766.57,polygon
2019-11-15,BULL_100,311.79,202.91,12.05,6212.1913,7138.9789,2251.59,196584.8,67114.97,265951.35,polygon
2019-11-18,BULL_100,312.02,203.07,12.46,6212.1913,7138.9789,2251.59,196864.34,67463.35,266579.28,polygon
2019-11-19,BULL_TRIMMED,311.93,203.37,12.86,4736.1853,5273.5489,67162.54,149000.39,50039.65,266202.58,polygon
2019-11-20,BULL_TRIMMED,310.77,202.15,12.78,4736.1853,5273.5489,67162.54,147508.49,49162.66,263833.69,polygon
2019-11-21,BULL_TRIMMED,310.27,201.7,13.13,4736.1853,5273.5489,67162.54,147768.98,48780.33,263711.85,polygon
2019-11-22,BULL_TRIMMED,310.96,201.83,12.34,4736.1853,5273.5489,67162.54,148621.5,48912.17,264696.2,polygon
2019-11-25,BULL_TRIMMED,313.37,204.22,11.87,4736.1853,5273.5489,67162.54,151676.34,50606.56,269445.43,polygon
2019-11-26,BULL_TRIMMED,314.08,204.61,11.54,4736.1853,5273.5489,67162.54,153357.68,50909.79,271430.01,polygon
2019-11-27,BULL_TRIMMED,315.48,206.04,11.75,4736.1853,5273.5489,67162.54,153523.45,51938.13,272624.12,polygon
2019-11-29,BULL_TRIMMED,314.31,205.1,12.62,4736.1853,5273.5489,67162.54,153523.45,51245.71,271931.7,polygon
2019-12-02,BULL_TRIMMED,311.64,203.0,14.91,4736.1853,5273.5489,67162.54,148550.45,49597.73,265310.72,polygon
2019-12-03,BULL_100,309.55,201.41,15.96,6221.8536,7232.1519,2591.35,191539.76,66490.96,260622.07,polygon
2019-12-04,BULL_100,311.46,202.43,14.8,6221.8536,7232.1519,2591.35,195241.77,67475.98,265309.09,polygon
2019-12-05,BULL_100,312.02,202.83,14.52,6221.8536,7232.1519,2591.35,196766.12,67828.91,267186.38,polygon
2019-12-06,BULL_100,314.87,205.0,13.62,6221.8536,7232.1519,2591.35,201961.37,69926.23,274478.95,polygon
2019-12-09,BULL_100,313.88,204.07,15.86,6221.8536,7232.1519,2591.35,199472.63,69067.05,271131.03,polygon
2019-12-10,BULL_100,313.53,203.9,15.68,6221.8536,7232.1519,2591.35,199783.72,68913.73,271288.8,polygon
2019-12-11,BULL_100,314.42,204.98,14.99,6221.8536,7232.1519,2591.35,201525.84,69952.99,274070.18,polygon
2019-12-12,BULL_100,317.13,206.51,13.94,6221.8536,7232.1519,2591.35,208556.53,71553.46,282701.35,polygon
2019-12-13,BULL_100,317.32,207.19,12.63,6221.8536,7232.1519,2591.35,206752.2,72194.96,281538.5,polygon
2019-12-16,BULL_100,319.5,209.27,12.14,6221.8536,7232.1519,2591.35,210547.53,74265.52,287404.4,polygon
2019-12-17,BULL_100,319.57,209.39,12.29,6221.8536,7232.1519,2591.35,210267.54,74364.6,287223.5,polygon
2019-12-18,BULL_100,319.59,209.55,12.58,6221.8536,7232.1519,2591.35,211294.15,74536.73,288422.23,polygon
2019-12-19,BULL_100,320.9,210.86,12.5,6221.8536,7232.1519,2591.35,213720.67,76055.48,292367.5,polygon
2019-12-20,BULL_100,320.73,211.71,12.51,6221.8536,7232.1519,2591.35,216644.94,76959.5,296195.79,polygon
2019-12-23,BULL_100,321.22,211.81,12.61,6221.8536,7232.1519,2591.35,217142.69,77528.67,297262.71,polygon
2019-12-24,BULL_100,321.23,211.92,12.67,6221.8536,7232.1519,2591.35,216738.27,77600.99,296930.61,polygon
2019-12-26,BULL_100,322.94,213.79,12.65,6221.8536,7232.1519,2591.35,220035.85,79616.59,302243.79,polygon
2019-12-27,BULL_TRIMMED,322.86,213.61,13.43,4813.4542,5128.7041,76030.36,169241.05,56294.19,301565.6,polygon
2019-12-30,BULL_TRIMMED,321.08,212.21,14.82,4813.4542,5128.7041,76030.36,167580.41,55172.03,298782.8,polygon
2019-12-31,BULL_TRIMMED,321.86,212.61,13.78,4813.4542,5128.7041,76030.36,169096.65,55486.42,300613.43,polygon
2020-01-02,BULL_TRIMMED,325.07,216.35,12.47,4813.4542,5128.7041,76030.36,173549.09,58403.12,307982.57,databento
2020-01-03,BULL_TRIMMED,322.74,214.3,14.02,4813.4542,5128.7041,76030.36,169168.85,56749.11,301948.32,databento
2020-01-06,BULL_TRIMMED,323.22,215.16,13.85,4813.4542,5128.7041,76030.36,170516.62,57390.2,303937.17,databento
2020-01-07,BULL_TRIMMED,319.47,212.89,13.79,4813.4542,5128.7041,76030.36,164572.0,55601.56,296203.92,databento
2020-01-08,BULL_100,325.15,217.65,13.45,6391.9918,6711.1969,2968.07,230623.06,77740.83,311331.96,databento
2020-01-09,BULL_100,326.9,219.26,12.54,6391.9918,6711.1969,2968.07,233691.22,79452.18,316111.47,databento
2020-01-10,BULL_100,325.62,218.37,12.56,6391.9918,6711.1969,2968.07,230655.02,78487.45,312110.54,databento
2020-01-13,BULL_100,328.38,221.4,12.32,6391.9918,6711.1969,2968.07,237174.86,81792.71,321935.64,databento
2020-01-14,BULL_100,327.2,219.61,12.39,6391.9918,6711.1969,2968.07,234681.98,79729.02,317379.07,databento
2020-01-15,BULL_100,328.8,220.66,12.42,6391.9918,6711.1969,2968.07,238133.65,80869.92,321971.65,databento
2020-01-16,BULL_100,331.13,222.49,12.32,6391.9918,6711.1969,2968.07,242224.53,82816.17,328008.77,databento
