date,state,spy_close,upro_close,vix,shares_held,cash_held,portfolio_value,upro_allocation_pct,data_source
2018-08-24,BULL_100,287.51,27.57,11.99,7960.8247,1918.0,221397.94,99.1,polygon
2018-08-27,BULL_100,289.78,28.29,12.16,7960.8247,1918.0,227129.73,99.2,polygon
2018-08-28,BULL_100,289.92,28.3,12.5,7960.8247,1918.0,227209.34,99.2,polygon
2018-08-29,BULL_100,291.48,28.73,12.25,7960.8247,1918.0,230632.49,99.2,polygon
2018-08-30,BULL_100,290.3,28.23,13.53,7960.8247,1918.0,226652.08,99.2,polygon
2018-08-31,BULL_100,290.31,28.445,12.86,7960.8247,1918.0,228363.66,99.2,polygon
2018-09-04,BULL_100,289.81,28.21,13.16,7960.8247,1918.0,226492.87,99.2,polygon
2018-09-05,BULL_100,289.03,27.88,13.91,7960.8247,1918.0,223865.79,99.1,polygon
2018-09-06,BULL_100,288.16,27.65,14.65,7960.8247,1918.0,222034.8,99.1,polygon
2018-09-07,BULL_100,287.6,27.525,14.88,7960.8247,1918.0,221039.7,99.1,polygon
2018-09-10,BULL_100,288.1,27.715,14.16,7960.8247,1918.0,222552.26,99.1,polygon
2018-09-11,BULL_100,289.05,28.005,13.22,7960.8247,1918.0,224860.9,99.1,polygon
2018-09-12,BULL_100,289.12,27.92,13.14,7960.8247,1918.0,224184.23,99.1,polygon
2018-09-13,BULL_100,290.83,28.435,12.37,7960.8247,1918.0,228284.05,99.2,polygon
2018-09-14,BULL_100,290.88,28.495,12.07,7960.8247,1918.0,228761.7,99.2,polygon
2018-09-17,BULL_100,289.34,27.68,13.68,7960.8247,1918.0,222273.63,99.1,polygon
2018-09-18,BULL_100,290.91,28.475,12.79,7960.8247,1918.0,228602.48,99.2,polygon
2018-09-19,BULL_100,291.22,28.575,11.75,7960.8247,1918.0,229398.57,99.2,polygon
2018-09-20,BULL_100,293.58,29.235,11.8,7960.8247,1918.0,234652.71,99.2,polygon
2018-09-21,BULL_100,291.99,29.0,11.68,7960.8247,1918.0,232781.92,99.2,polygon
2018-09-24,BULL_100,291.02,28.89,12.2,7960.8247,1918.0,231906.23,99.2,polygon
2018-09-25,BULL_100,290.75,28.83,12.42,7960.8247,1918.0,231428.58,99.2,polygon
2018-09-26,BULL_100,289.88,28.45,12.89,7960.8247,1918.0,228403.46,99.2,polygon
2018-09-27,BULL_100,290.69,28.7,12.41,7960.8247,1918.0,230393.67,99.2,polygon
2018-09-28,BULL_100,290.72,28.72,12.12,7960.8247,1918.0,230552.89,99.2,polygon
2018-10-01,BULL_100,291.73,28.97,12.0,7960.8247,1918.0,232543.09,99.2,polygon
2018-10-02,BULL_100,291.56,28.97,12.05,7960.8247,1918.0,232543.09,99.2,polygon
2018-10-03,BULL_100,291.72,28.825,11.61,7960.8247,1918.0,231388.77,99.2,polygon
2018-10-04,BULL_100,289.44,28.395,14.22,7960.8247,1918.0,227965.62,99.2,polygon
2018-10-05,BULL_100,287.82,27.95,14.82,7960.8247,1918.0,224423.05,99.1,polygon
2018-10-08,BULL_100,287.82,27.825,15.69,7960.8247,1918.0,223427.95,99.1,polygon
2018-10-09,BULL_100,287.4,27.78,15.95,7960.8247,1918.0,223069.71,99.1,polygon
2018-10-10,BULL_100,278.3,24.63,22.96,7960.8247,1918.0,197993.11,99.0,polygon
2018-10-11,DEFENSIVE,272.17,24.105,24.98,4020.1637,96919.21,193825.26,50.0,polygon
2018-10-12,CASH,275.95,24.43,21.31,0.0,195476.98,195476.98,0.0,polygon
2018-10-15,CASH,274.4,23.98,21.3,0.0,195476.98,195476.98,0.0,polygon
2018-10-16,CASH,280.4,25.555,17.62,0.0,195476.98,195476.98,0.0,polygon
2018-10-17,SMA_RECOVERY,280.45,25.48,17.4,5736.9493,48767.26,194944.73,75.0,polygon
2018-10-18,BULL_100,276.4,24.375,20.06,7576.6167,1915.12,186595.15,99.0,polygon
2018-10-19,CASH,276.25,24.225,19.89,0.0,186792.83,186792.83,0.0,polygon
2018-10-22,CASH,275.01,23.88,19.64,0.0,186792.83,186792.83,0.0,polygon
2018-10-23,CASH,273.61,23.7,20.71,0.0,186792.83,186792.83,0.0,polygon
2018-10-24,CASH,265.32,21.56,25.23,0.0,186792.83,186792.83,0.0,polygon
2018-10-25,CASH,270.08,21.845,24.22,0.0,186792.83,186792.83,0.0,polygon
2018-10-26,CASH,265.33,21.65,24.16,0.0,186792.83,186792.83,0.0,polygon
2018-10-29,CASH,263.86,21.0,24.7,0.0,186792.83,186792.83,0.0,polygon
2018-10-30,CASH,267.77,22.095,23.35,0.0,186792.83,186792.83,0.0,polygon
2018-10-31,CASH,270.63,22.715,21.23,0.0,186792.83,186792.83,0.0,polygon
2018-11-01,CASH,273.51,23.125,19.34,0.0,186792.83,186792.83,0.0,polygon
2018-11-02,CASH,271.89,22.95,19.51,0.0,186792.83,186792.83,0.0,polygon
2018-11-05,CASH,273.39,23.385,19.96,0.0,186792.83,186792.83,0.0,polygon
2018-11-06,CASH,275.12,23.725,19.91,0.0,186792.83,186792.83,0.0,polygon
2018-11-07,CASH,281.01,25.325,16.36,0.0,186792.83,186792.83,0.0,polygon
2018-11-08,SMA_RECOVERY,280.5,25.055,16.72,5563.7259,46600.34,185999.49,74.9,polygon
2018-11-09,BULL_100,277.76,24.3,17.36,7367.5944,1814.97,180847.51,99.0,polygon
2018-11-12,BULL_100,272.57,23.2,20.45,7367.5944,1814.97,172743.16,98.9,polygon
2018-11-13,CASH,272.06,23.345,20.02,0.0,173724.74,173724.74,0.0,polygon
2018-11-14,CASH,270.2,22.26,21.25,0.0,173724.74,173724.74,0.0,polygon
2018-11-15,CASH,273.02,22.995,19.98,0.0,173724.74,173724.74,0.0,polygon
2018-11-16,CASH,273.73,23.385,18.14,0.0,173724.74,173724.74,0.0,polygon
2018-11-19,CASH,269.1,22.14,20.1,0.0,173724.74,173724.74,0.0,polygon
2018-11-20,CASH,264.12,20.675,22.48,0.0,173724.74,173724.74,0.0,polygon
2018-11-21,CASH,265.02,21.055,20.8,0.0,173724.74,173724.74,0.0,polygon
2018-11-23,CASH,263.25,20.555,21.52,0.0,173724.74,173724.74,0.0,polygon
2018-11-26,CASH,267.5,21.33,18.9,0.0,173724.74,173724.74,0.0,polygon
2018-11-27,CASH,268.4,21.92,19.02,0.0,173724.74,173724.74,0.0,polygon
2018-11-28,CASH,274.58,23.205,18.49,0.0,173724.74,173724.74,0.0,polygon
2018-11-29,CASH,273.98,23.305,18.79,0.0,173724.74,173724.74,0.0,polygon
2018-11-30,CASH,275.65,23.86,18.07,0.0,173724.74,173724.74,0.0,polygon
2018-12-03,CASH,279.3,24.475,16.44,0.0,173724.74,173724.74,0.0,polygon
2018-12-04,SMA_RECOVERY,270.25,22.32,20.74,5367.3967,43339.2,163139.49,73.4,polygon
2018-12-06,CASH,269.84,21.975,21.19,0.0,157596.74,157596.74,0.0,polygon
2018-12-07,CASH,263.57,20.525,23.23,0.0,157596.74,157596.74,0.0,polygon
2018-12-10,CASH,264.07,20.575,22.64,0.0,157596.74,157596.74,0.0,polygon
2018-12-11,CASH,264.13,20.645,21.76,0.0,157596.74,157596.74,0.0,polygon
2018-12-12,CASH,265.46,21.115,21.46,0.0,157596.74,157596.74,0.0,polygon
2018-12-13,CASH,265.37,20.805,20.65,0.0,157596.74,157596.74,0.0,polygon
2018-12-14,CASH,260.47,19.68,21.63,0.0,157596.74,157596.74,0.0,polygon
2018-12-17,CASH,255.36,18.77,24.52,0.0,157596.74,157596.74,0.0,polygon
2018-12-18,CASH,255.08,18.37,25.58,0.0,157596.74,157596.74,0.0,polygon
2018-12-19,CASH,251.26,17.7,25.58,0.0,157596.74,157596.74,0.0,polygon
2018-12-20,CASH,247.17,17.07,28.38,0.0,157596.74,157596.74,0.0,polygon
2018-12-21,CASH,240.7,15.79,30.11,0.0,157596.74,157596.74,0.0,polygon
2018-12-24,CASH,234.34,14.25,36.07,0.0,157596.74,157596.74,0.0,polygon
2018-12-26,CASH,246.18,16.515,30.41,0.0,157596.74,157596.74,0.0,polygon
2018-12-27,CASH,248.07,16.89,29.96,0.0,157596.74,157596.74,0.0,polygon
2018-12-28,CASH,247.75,16.9,28.34,0.0,157596.74,157596.74,0.0,polygon
2018-12-31,CASH,249.92,17.36,25.42,0.0,157596.74,157596.74,0.0,polygon
2019-01-02,CASH,250.18,16.625,23.22,0.0,157596.74,157596.74,0.0,polygon
2019-01-03,CASH,244.21,16.24,25.45,0.0,157596.74,157596.74,0.0,polygon
2019-01-04,CASH,252.39,17.8,21.38,0.0,157596.74,157596.74,0.0,polygon
2019-01-07,CASH,254.38,18.225,21.4,0.0,157596.74,157596.74,0.0,polygon
2019-01-08,CASH,256.77,18.7,20.47,0.0,157596.74,157596.74,0.0,polygon
2019-01-09,CASH,257.97,18.795,19.98,0.0,157596.74,157596.74,0.0,polygon
2019-01-10,CASH,258.88,19.0,19.5,0.0,157596.74,157596.74,0.0,polygon
2019-01-11,CASH,258.98,19.05,18.19,0.0,157596.74,157596.74,0.0,polygon
2019-01-14,CASH,257.4,18.865,19.07,0.0,157596.74,157596.74,0.0,polygon
2019-01-15,CASH,260.35,19.46,18.6,0.0,157596.74,157596.74,0.0,polygon
2019-01-16,CASH,260.98,19.5,19.04,0.0,157596.74,157596.74,0.0,polygon
2019-01-17,CASH,262.96,20.09,18.06,0.0,157596.74,157596.74,0.0,polygon
2019-01-18,CASH,266.46,20.86,17.8,0.0,157596.74,157596.74,0.0,polygon
2019-01-22,CASH,262.86,19.89,20.8,0.0,157596.74,157596.74,0.0,polygon
2019-01-23,CASH,263.41,20.06,19.52,0.0,157596.74,157596.74,0.0,polygon
2019-01-24,CASH,263.55,20.05,18.89,0.0,157596.74,157596.74,0.0,polygon
2019-01-25,CASH,265.78,20.67,17.42,0.0,157596.74,157596.74,0.0,polygon
2019-01-28,CASH,263.76,20.085,18.87,0.0,157596.74,157596.74,0.0,polygon
2019-01-29,CASH,263.41,20.22,19.13,0.0,157596.74,157596.74,0.0,polygon
2019-01-30,CASH,267.58,21.195,17.66,0.0,157596.74,157596.74,0.0,polygon
2019-01-31,CASH,269.93,21.56,16.57,0.0,157596.74,157596.74,0.0,polygon
2019-02-01,CASH,270.06,21.58,16.14,0.0,157596.74,157596.74,0.0,polygon
2019-02-04,CASH,271.96,21.94,15.73,0.0,157596.74,157596.74,0.0,polygon
2019-02-05,CASH,273.1,22.225,15.57,0.0,157596.74,157596.74,0.0,polygon
2019-02-06,CASH,272.74,22.08,15.38,0.0,157596.74,157596.74,0.0,polygon
2019-02-07,CASH,270.14,21.505,16.37,0.0,157596.74,157596.74,0.0,polygon
2019-02-08,CASH,270.47,21.635,15.72,0.0,157596.74,157596.74,0.0,polygon
2019-02-11,CASH,270.62,21.66,15.97,0.0,157596.74,157596.74,0.0,polygon
2019-02-12,CASH,274.1,22.6,15.43,0.0,157596.74,157596.74,0.0,polygon
2019-02-13,SMA_RECOVERY,274.99,22.66,15.65,5213.8312,39314.02,157459.43,75.0,polygon
2019-02-14,BULL_100,274.38,22.5,16.22,6862.7801,1558.96,155971.51,99.0,polygon
2019-02-15,BULL_100,277.37,23.395,14.91,6862.7801,1558.96,162113.7,99.0,polygon
2019-02-19,BULL_100,277.85,23.32,14.88,6862.7801,1558.96,161598.99,99.0,polygon
2019-02-20,BULL_100,278.41,23.535,14.02,6862.7801,1558.96,163074.49,99.0,polygon
2019-02-21,BULL_100,277.42,23.26,14.46,6862.7801,1558.96,161187.23,99.0,polygon
2019-02-22,BULL_100,279.14,23.73,13.51,6862.7801,1558.96,164412.73,99.1,polygon
2019-02-25,BULL_100,279.52,23.71,14.85,6862.7801,1558.96,164275.48,99.1,polygon
2019-02-26,BULL_100,279.32,23.62,15.17,6862.7801,1558.96,163657.83,99.0,polygon
2019-02-27,BULL_100,279.2,23.775,14.7,6862.7801,1558.96,164721.56,99.1,polygon
2019-02-28,BULL_100,278.68,23.505,14.78,6862.7801,1558.96,162868.61,99.0,polygon
2019-03-01,BULL_100,280.42,24.065,13.57,6862.7801,1558.96,166711.76,99.1,polygon
2019-03-04,BULL_100,279.4,23.665,14.63,6862.7801,1558.96,163966.65,99.0,polygon
2019-03-05,BULL_100,279.02,23.525,14.74,6862.7801,1558.96,163005.86,99.0,polygon
2019-03-06,BULL_100,277.33,23.1,15.74,6862.7801,1558.96,160089.18,99.0,polygon
2019-03-07,BULL_100,275.01,22.655,16.59,6862.7801,1558.96,157035.24,99.0,polygon
2019-03-08,BULL_100,274.46,22.575,16.05,6862.7801,1558.96,156486.22,99.0,polygon
2019-03-11,CASH,278.44,23.675,14.33,0.0,156142.06,156142.06,0.0,polygon
2019-03-12,SMA_RECOVERY,279.49,23.585,13.77,4967.4038,38952.12,156108.34,75.0,polygon
2019-03-13,BULL_100,281.34,24.24,13.41,6548.6284,1537.46,160276.21,99.0,polygon
2019-03-14,BULL_100,281.16,24.11,13.5,6548.6284,1537.46,159424.89,99.0,polygon
2019-03-15,BULL_100,281.31,24.45,12.88,6548.6284,1537.46,161651.42,99.0,polygon
2019-03-18,BULL_100,282.33,24.795,13.1,6548.6284,1537.46,163910.7,99.1,polygon
2019-03-19,BULL_100,282.4,24.64,13.56,6548.6284,1537.46,162895.66,99.1,polygon
2019-03-20,BULL_100,281.55,24.445,13.91,6548.6284,1537.46,161618.68,99.0,polygon
2019-03-21,BULL_100,284.73,25.25,13.63,6548.6284,1537.46,166890.33,99.1,polygon
2019-03-22,BULL_100,279.25,23.75,16.48,6548.6284,1537.46,157067.38,99.0,polygon
2019-03-25,BULL_100,279.04,23.9,16.33,6548.6284,1537.46,158049.68,99.0,polygon
2019-03-26,BULL_100,281.12,24.21,14.68,6548.6284,1537.46,160079.75,99.0,polygon
2019-03-27,BULL_100,279.65,23.795,15.15,6548.6284,1537.46,157362.07,99.0,polygon
2019-03-28,BULL_100,280.71,24.36,14.43,6548.6284,1537.46,161062.05,99.0,polygon
2019-03-29,BULL_100,282.48,24.64,13.71,6548.6284,1537.46,162895.66,99.1,polygon
2019-04-01,BULL_100,285.83,25.505,13.4,6548.6284,1537.46,168560.23,99.1,polygon
2019-04-02,BULL_100,285.97,25.395,13.36,6548.6284,1537.46,167839.88,99.1,polygon
2019-04-03,BULL_100,286.42,25.675,13.74,6548.6284,1537.46,169673.49,99.1,polygon
2019-04-04,BULL_100,287.18,25.775,13.58,6548.6284,1537.46,170328.36,99.1,polygon
2019-04-05,BULL_100,288.57,26.215,12.82,6548.6284,1537.46,173209.75,99.1,polygon
2019-04-08,BULL_100,288.79,26.2,13.18,6548.6284,1537.46,173111.52,99.1,polygon
2019-04-09,BULL_100,287.31,25.78,14.28,6548.6284,1537.46,170361.1,99.1,polygon
2019-04-10,BULL_100,288.29,26.2,13.3,6548.6284,1537.46,173111.52,99.1,polygon
2019-04-11,BULL_100,288.21,26.1,13.02,6548.6284,1537.46,172456.66,99.1,polygon
2019-04-12,BULL_100,290.16,26.605,12.01,6548.6284,1537.46,175763.72,99.1,polygon
2019-04-15,BULL_100,289.97,26.55,12.32,6548.6284,1537.46,175403.54,99.1,polygon
2019-04-16,BULL_100,290.16,26.565,12.18,6548.6284,1537.46,175501.77,99.1,polygon
2019-04-17,BULL_100,289.45,26.315,12.6,6548.6284,1537.46,173864.62,99.1,polygon
2019-04-18,BULL_100,290.02,26.55,12.09,6548.6284,1537.46,175403.54,99.1,polygon
2019-04-22,BULL_100,290.27,26.605,12.42,6548.6284,1537.46,175763.72,99.1,polygon
2019-04-23,BULL_100,292.88,27.3,12.28,6548.6284,1537.46,180315.02,99.1,polygon
2019-04-24,BULL_100,292.23,27.125,13.14,6548.6284,1537.46,179169.01,99.1,polygon
2019-04-25,BULL_100,292.05,26.925,13.25,6548.6284,1537.46,177859.28,99.1,polygon
2019-04-26,BULL_100,293.41,27.395,12.73,6548.6284,1537.46,180937.14,99.2,polygon
2019-04-29,BULL_100,293.87,27.4,13.11,6548.6284,1537.46,180969.88,99.2,polygon
2019-04-30,BULL_100,294.02,27.74,13.12,6548.6284,1537.46,183196.41,99.2,polygon
2019-05-01,BULL_100,291.81,26.84,14.8,6548.6284,1537.46,177302.65,99.1,polygon
2019-05-02,BULL_100,291.18,26.8,14.42,6548.6284,1537.46,177040.7,99.1,polygon
2019-05-03,BULL_100,294.03,27.535,12.87,6548.6284,1537.46,181853.94,99.2,polygon
2019-05-06,BULL_100,292.82,26.76,15.44,6548.6284,1537.46,176778.76,99.1,polygon
2019-05-07,BULL_100,287.93,25.885,19.32,6548.6284,1537.46,171048.71,99.1,polygon
2019-05-08,BULL_100,287.53,25.77,19.4,6548.6284,1537.46,170295.61,99.1,polygon
2019-05-09,BULL_100,286.66,25.54,19.1,6548.6284,1537.46,168789.43,99.1,polygon
2019-05-10,BULL_100,288.1,25.87,16.04,6548.6284,1537.46,170950.48,99.1,polygon
2019-05-13,BULL_100,280.86,23.65,20.55,6548.6284,1537.46,156412.52,99.0,polygon
2019-05-14,BULL_100,283.4,24.645,18.06,6548.6284,1537.46,162928.41,99.1,polygon
2019-05-15,DEFENSIVE,285.06,24.9,16.44,3305.6079,81146.21,163455.84,50.4,polygon
2019-05-16,DEFENSIVE,287.7,25.69,15.29,3305.6079,81146.21,166067.27,51.1,polygon
2019-05-17,DEFENSIVE,285.84,25.2,15.96,3305.6079,81146.21,164447.53,50.7,polygon
2019-05-20,DEFENSIVE,283.95,24.76,16.31,3305.6079,81146.21,162993.06,50.2,polygon
2019-05-21,DEFENSIVE,286.51,25.3,14.95,3305.6079,81146.21,164778.09,50.8,polygon
2019-05-22,DEFENSIVE,285.63,25.07,14.75,3305.6079,81146.21,164017.8,50.5,polygon
2019-05-23,DEFENSIVE,282.14,24.07,16.92,3305.6079,81146.21,160712.19,49.5,polygon
2019-05-24,DEFENSIVE,282.78,24.35,15.85,3305.6079,81146.21,161637.76,49.8,polygon
2019-05-28,DEFENSIVE,280.15,23.675,17.5,3305.6079,81146.21,159406.47,49.1,polygon
2019-05-29,DEFENSIVE,278.27,23.11,17.9,3305.6079,81146.21,157538.81,48.5,polygon
2019-05-30,DEFENSIVE,279.03,22.7,17.3,3305.6079,81146.21,156183.51,48.0,polygon
2019-05-31,DEFENSIVE,275.27,22.41,18.71,3305.6079,81146.21,155224.88,47.7,polygon
2019-06-03,CASH,274.57,22.4,18.86,0.0,153757.09,153757.09,0.0,polygon
2019-06-04,CASH,280.53,23.775,16.97,0.0,153757.09,153757.09,0.0,polygon
2019-06-05,SMA_RECOVERY,282.96,23.875,16.09,4833.1021,38357.44,153747.76,75.1,polygon
2019-06-06,BULL_100,284.8,24.625,15.93,6341.7153,1536.43,157701.17,99.0,polygon
2019-06-07,BULL_100,287.65,25.455,16.3,6341.7153,1536.43,162964.79,99.1,polygon
2019-06-10,BULL_100,288.97,25.775,15.94,6341.7153,1536.43,164994.14,99.1,polygon
2019-06-11,BULL_100,288.9,25.75,15.99,6341.7153,1536.43,164835.6,99.1,polygon
2019-06-12,BULL_100,288.39,25.74,15.91,6341.7153,1536.43,164772.18,99.1,polygon
2019-06-13,BULL_100,289.58,25.87,15.82,6341.7153,1536.43,165596.6,99.1,polygon
2019-06-14,BULL_100,289.26,25.815,15.28,6341.7153,1536.43,165247.81,99.1,polygon
2019-06-17,BULL_100,289.37,25.9,15.35,6341.7153,1536.43,165786.86,99.1,polygon
2019-06-18,BULL_100,292.4,26.76,15.15,6341.7153,1536.43,171240.73,99.1,polygon
2019-06-19,BULL_100,293.06,27.105,14.33,6341.7153,1536.43,173428.62,99.1,polygon
2019-06-20,BULL_100,295.86,27.5,14.75,6341.7153,1536.43,175933.6,99.1,polygon
2019-06-21,BULL_100,294.0,27.32,15.4,6341.7153,1536.43,174792.09,99.1,polygon
2019-06-24,BULL_100,293.64,27.4,15.26,6341.7153,1536.43,175299.43,99.1,polygon
2019-06-25,BULL_100,290.76,26.44,16.28,6341.7153,1536.43,169211.38,99.1,polygon
2019-06-26,BULL_100,290.47,26.375,16.21,6341.7153,1536.43,168799.17,99.1,polygon
2019-06-27,BULL_100,291.5,26.9,15.82,6341.7153,1536.43,172128.57,99.1,polygon
2019-06-28,BULL_100,293.0,27.295,15.08,6341.7153,1536.43,174633.55,99.1,polygon
2019-07-01,BULL_100,295.66,27.69,14.06,6341.7153,1536.43,177138.53,99.1,polygon
2019-07-02,BULL_100,296.43,28.09,12.93,6341.7153,1536.43,179675.21,99.1,polygon
2019-07-03,BULL_100,298.8,28.675,12.57,6341.7153,1536.43,183385.12,99.2,polygon
2019-07-05,BULL_100,298.46,28.45,13.28,6341.7153,1536.43,181958.23,99.2,polygon
2019-07-08,BULL_100,296.82,27.975,13.96,6341.7153,1536.43,178945.92,99.1,polygon
2019-07-09,BULL_100,297.19,28.16,14.09,6341.7153,1536.43,180119.13,99.1,polygon
2019-07-10,BULL_100,298.61,28.64,13.03,6341.7153,1536.43,183163.16,99.2,polygon
2019-07-11,BULL_100,299.31,28.84,12.93,6341.7153,1536.43,184431.5,99.2,polygon
2019-07-12,BULL_100,300.65,29.175,12.39,6341.7153,1536.43,186555.97,99.2,polygon
2019-07-15,BULL_100,300.75,29.25,12.68,6341.7153,1536.43,187031.6,99.2,polygon
2019-07-16,BULL_100,299.71,28.865,12.86,6341.7153,1536.43,184590.04,99.2,polygon
2019-07-17,BULL_100,297.74,28.17,13.97,6341.7153,1536.43,180182.55,99.1,polygon
2019-07-18,BULL_100,298.83,28.64,13.53,6341.7153,1536.43,183163.16,99.2,polygon
2019-07-19,BULL_100,297.17,27.925,14.45,6341.7153,1536.43,178628.83,99.1,polygon
2019-07-22,BULL_100,297.9,28.37,13.53,6341.7153,1536.43,181450.89,99.2,polygon
2019-07-23,BULL_100,300.03,28.805,12.61,6341.7153,1536.43,184209.54,99.2,polygon
2019-07-24,BULL_100,301.44,29.295,12.07,6341.7153,1536.43,187316.98,99.2,polygon
2019-07-25,BULL_100,300.0,28.935,12.74,6341.7153,1536.43,185033.96,99.2,polygon
2019-07-26,BULL_100,302.01,29.35,12.16,6341.7153,1536.43,187665.77,99.2,polygon
2019-07-29,BULL_100,301.46,29.415,12.83,6341.7153,1536.43,188077.99,99.2,polygon
2019-07-30,BULL_100,300.72,29.14,13.94,6341.7153,1536.43,186334.01,99.2,polygon
2019-07-31,BULL_100,297.43,27.925,16.12,6341.7153,1536.43,178628.83,99.1,polygon
2019-08-01,BULL_100,294.84,27.1,17.87,6341.7153,1536.43,173396.91,99.1,polygon
2019-08-02,BULL_100,292.62,26.81,17.61,6341.7153,1536.43,171557.82,99.1,polygon
2019-08-05,BULL_100,283.82,22.8,24.59,6341.7153,1536.43,146127.54,98.9,polygon
2019-08-06,BULL_100,287.8,25.035,20.17,6341.7153,1536.43,160301.27,99.0,polygon
2019-08-07,DEFENSIVE,287.97,25.2,19.49,3201.1799,81046.41,161716.15,49.9,polygon
2019-08-08,DEFENSIVE,293.62,26.725,16.91,3201.1799,81046.41,166597.94,51.4,polygon
2019-08-09,DEFENSIVE,291.62,26.44,17.97,3201.1799,81046.41,165685.61,51.1,polygon
2019-08-12,DEFENSIVE,288.07,25.425,21.09,3201.1799,81046.41,162436.41,50.1,polygon
2019-08-13,DEFENSIVE,292.55,26.57,17.52,3201.1799,81046.41,166101.76,51.2,polygon
2019-08-14,DEFENSIVE,283.9,24.275,22.1,3201.1799,81046.41,158755.05,48.9,polygon
2019-08-15,DEFENSIVE,284.65,24.585,21.18,3201.1799,81046.41,159747.42,49.3,polygon
2019-08-16,DEFENSIVE,288.85,25.385,18.47,3201.1799,81046.41,162308.36,50.1,polygon
2019-08-19,DEFENSIVE,292.33,26.2,16.88,3201.1799,81046.41,164917.33,50.9,polygon
2019-08-20,DEFENSIVE,290.09,25.665,17.5,3201.1799,81046.41,163204.69,50.3,polygon
2019-08-21,DEFENSIVE,292.45,26.605,15.8,3201.1799,81046.41,166213.8,51.2,polygon
2019-08-22,DEFENSIVE,292.36,26.2,16.68,3201.1799,81046.41,164917.33,50.9,polygon
2019-08-23,DEFENSIVE,284.85,24.25,19.87,3201.1799,81046.41,158675.02,48.9,polygon
2019-08-26,DEFENSIVE,288.0,25.005,19.32,3201.1799,81046.41,161091.92,49.7,polygon
2019-08-27,DEFENSIVE,286.87,24.94,20.31,3201.1799,81046.41,160883.84,49.6,polygon
2019-08-28,DEFENSIVE,288.89,25.2,19.35,3201.1799,81046.41,161716.15,49.9,polygon
2019-08-29,DEFENSIVE,292.58,26.235,17.88,3201.1799,81046.41,165029.37,50.9,polygon
2019-08-30,DEFENSIVE,292.45,26.2,18.98,3201.1799,81046.41,164917.33,50.9,polygon
2019-09-03,DEFENSIVE,290.74,25.69,19.66,3201.1799,81046.41,163284.72,50.4,polygon
2019-09-04,DEFENSIVE,294.04,26.655,17.33,3201.1799,81046.41,166373.86,51.3,polygon
2019-09-05,DEFENSIVE,297.82,27.67,16.27,3201.1799,81046.41,169623.06,52.2,polygon
2019-09-06,BULL_100,298.05,27.81,15.0,6053.7968,1646.94,170003.03,99.0,polygon
2019-09-09,BULL_100,298.2,27.775,15.27,6053.7968,1646.94,169791.15,99.0,polygon
2019-09-10,BULL_100,298.13,27.71,15.2,6053.7968,1646.94,169397.65,99.0,polygon
2019-09-11,BULL_100,300.25,28.815,14.61,6053.7968,1646.94,176087.09,99.1,polygon
2019-09-12,BULL_100,301.29,28.7,14.22,6053.7968,1646.94,175390.91,99.1,polygon
2019-09-13,BULL_100,301.09,28.5,13.74,6053.7968,1646.94,174180.15,99.1,polygon
2019-09-16,BULL_100,300.16,28.395,14.67,6053.7968,1646.94,173544.5,99.1,polygon
2019-09-17,BULL_100,300.92,28.45,14.44,6053.7968,1646.94,173877.46,99.1,polygon
2019-09-18,BULL_100,301.1,28.47,13.95,6053.7968,1646.94,173998.53,99.1,polygon
2019-09-19,BULL_100,301.08,28.56,14.05,6053.7968,1646.94,174543.38,99.1,polygon
2019-09-20,BULL_100,298.28,27.865,15.32,6053.7968,1646.94,170335.99,99.0,polygon
2019-09-23,BULL_100,298.21,28.5,14.91,6053.7968,1646.94,174180.15,99.1,polygon
2019-09-24,BULL_100,295.87,27.51,17.05,6053.7968,1646.94,168186.89,99.0,polygon
2019-09-25,BULL_100,297.62,27.84,15.96,6053.7968,1646.94,170184.64,99.0,polygon
2019-09-26,BULL_100,297.0,27.68,16.07,6053.7968,1646.94,169216.04,99.0,polygon
2019-09-27,BULL_100,295.4,27.34,17.22,6053.7968,1646.94,167157.74,99.0,polygon
2019-09-30,BULL_100,296.77,27.825,16.24,6053.7968,1646.94,170093.84,99.0,polygon
2019-10-01,BULL_100,293.24,26.74,18.56,6053.7968,1646.94,163525.47,99.0,polygon
2019-10-02,BULL_100,288.06,25.24,20.56,6053.7968,1646.94,154444.77,98.9,polygon
2019-10-03,DEFENSIVE,290.42,25.785,19.12,3059.5369,77139.37,156029.53,50.6,polygon
2019-10-04,DEFENSIVE,294.35,26.825,17.04,3059.5369,77139.37,159211.45,51.5,polygon
2019-10-07,DEFENSIVE,293.08,26.495,17.86,3059.5369,77139.37,158201.8,51.2,polygon
2019-10-08,DEFENSIVE,288.53,25.245,20.28,3059.5369,77139.37,154377.38,50.0,polygon
2019-10-09,DEFENSIVE,291.27,25.245,18.64,3059.5369,77139.37,154377.38,50.0,polygon
2019-10-10,DEFENSIVE,293.24,26.665,17.57,3059.5369,77139.37,158721.93,51.4,polygon
2019-10-11,DEFENSIVE,296.28,27.495,15.58,3059.5369,77139.37,161261.34,52.2,polygon
2019-10-14,DEFENSIVE,295.95,27.445,14.57,3059.5369,77139.37,161108.36,52.1,polygon
2019-10-15,BULL_100,298.88,28.02,13.54,5794.3944,1564.85,163923.78,99.0,polygon
2019-10-16,BULL_100,298.4,27.88,13.68,5794.3944,1564.85,163112.57,99.0,polygon
