datetime,open,high,low,close,volume,source
2011-07-14,132.17,132.78,130.68,130.93,226111747.0,polygon
2011-07-15,131.66,131.87,130.77,131.69,220124620.0,polygon
2011-07-18,131.08,131.28,129.63,130.61,196872076.0,polygon
2011-07-19,131.34,132.89,131.31,132.73,166554896.0,polygon
2011-07-20,133.07,133.15,132.42,132.65,137145310.0,polygon
2011-07-21,133.4,134.82,132.6693,134.49,245270290.0,polygon
2011-07-22,134.52,134.72,133.76,134.58,126019327.0,polygon
2011-07-25,133.3,134.49,133.16,133.83,136653703.0,polygon
2011-07-26,133.74,133.96,133.03,133.33,131278113.0,polygon
2011-07-27,132.59,132.63,130.43,130.6,249020022.0,polygon
